 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
   11,   0.1472,   0.4324,   0.2371,   0.0928,   0.2636, 824.5189, 798.6103,  66.1290, 105.1499, 654.5806,   0.5762,   9.2554,  67.2099, 237.7224, 304.9323,   0.2389,   0.0069,   0.0605,   0.0414,   0.1422,   0.0862,  64.0737,   0.3462,   1.1027,   1.0346,   0.4064,   0.2463,    0.026,    0.120,    9.109,    2.607,    7.035,  227.736,    0.3440,    0.0000,    7.3150,    7.2855,    1.4127,    0.0000,    3.2242,    0.1612,    3.2242,    0.1612,
   12,   0.1639,   0.4828,   0.2529,   0.1025,   0.2571,1075.2305, 799.9982,  65.5104, 104.4282, 903.9108,   0.6488,   9.0745,  71.4939, 233.4330, 304.9269,   0.2648,   0.0071,   0.0676,   0.0444,   0.1650,   0.1000,  68.0420,   0.3527,   1.2312,   1.1110,   0.4713,   0.2857,    0.026,    0.129,    8.920,    2.610,    7.503,  222.995,    0.3251,    0.0000,    7.1768,    7.1579,    1.5486,    0.0000,    4.0196,    0.2010,    4.0196,    0.2010,
   13,   0.1834,   0.5412,   0.2888,   0.1127,   0.2459,1327.3278, 798.0953,  70.4985, 101.8576,1156.8783,   0.7400,   8.9120,  75.2340, 229.6897, 304.9236,   0.3044,   0.0061,   0.0758,   0.0485,   0.1900,   0.1151,  71.4630,   0.3058,   1.3801,   1.2134,   0.5428,   0.3289,    0.026,    0.140,    8.746,    2.630,    8.120,  218.644,    0.2959,    0.0000,    6.8494,    6.8202,    1.6796,    0.0000,    5.5483,    0.2774,    5.5483,    0.2774,
   14,   0.2054,   0.6095,   0.3332,   0.1275,   0.2489,1175.1230, 799.3751,  88.0216, 104.0345, 981.7930,   0.8516,   8.7570,  78.7849, 226.1522, 304.9371,   0.3534,   0.0076,   0.0853,   0.0530,   0.2193,   0.1330,  74.5178,   0.3813,   1.5541,   1.3252,   0.6266,   0.3799,    0.027,    0.153,    8.578,    2.661,    8.774,  214.445,    0.2731,    0.0000,    6.9020,    6.8792,    1.8463,    0.0000,    3.9312,    0.1966,    3.9312,    0.1966,
   15,   0.2309,   0.6875,   0.3617,   0.1442,   0.2582,1483.9203, 799.9955,  95.2496, 103.3454,1284.7095,   0.9650,   8.6026,  82.3024, 222.6434, 304.9458,   0.3958,   0.0090,   0.0962,   0.0575,   0.2530,   0.1534,  77.4995,   0.4503,   1.7530,   1.4385,   0.7228,   0.4383,    0.027,    0.165,    8.411,    2.704,    9.417,  210.266,    0.2571,    0.0000,    7.1204,    7.1044,    2.0273,    0.0000,    4.7570,    0.2379,    4.7570,    0.2379,
   16,   0.2618,   0.7831,   0.4336,   0.1661,   0.2581,1144.0876, 799.1463, 113.0067, 115.0656, 916.8678,   1.1167,   8.4597,  85.4895, 219.4486, 304.9381,   0.4651,   0.0095,   0.1096,   0.0637,   0.2918,   0.1769,  80.0843,   0.4768,   1.9969,   1.5922,   0.8337,   0.5055,    0.028,    0.180,    8.252,    2.754,   10.167,  206.300,    0.2271,    0.0000,    7.0738,    7.0439,    2.2407,    0.0000,    6.2260,    0.3113,    6.2260,    0.3113,
   17,   0.2993,   0.8998,   0.4908,   0.1896,   0.2652, 716.6377, 799.7579, 163.2577, 112.3868, 440.3839,   1.2874,   8.3242,  88.4682, 216.4708, 304.9390,   0.5365,   0.0105,   0.1260,   0.0708,   0.3384,   0.2052,  82.3245,   0.5251,   2.2946,   1.7709,   0.9669,   0.5863,    0.028,    0.198,    8.098,    2.817,   10.990,  202.456,    0.2081,    0.0000,    7.1962,    7.1772,    2.5077,    0.0000,    6.6451,    0.3323,    6.6451,    0.3323,
   18,   0.3415,   1.0285,   0.5132,   0.2083,   0.2589,1101.7085, 799.9571, 121.5171,  92.1794, 887.8262,   1.4458,   8.2110,  90.7466, 214.1875, 304.9341,   0.5843,   0.0120,   0.1440,   0.0776,   0.3909,   0.2370,  83.7912,   0.5981,   2.6226,   1.9405,   1.1169,   0.6772,    0.029,    0.221,    7.961,    2.905,   12.058,  199.034,    0.1895,    0.0000,    6.8393,    6.8207,    2.7914,    0.0000,    6.7077,    0.3354,    6.7077,    0.3354,
   19,   0.3902,   1.1784,   0.6092,   0.2353,   0.2572,1226.4808, 799.7972, 164.8541, 109.6393, 952.1551,   1.6570,   8.1160,  92.4939, 212.4373, 304.9312,   0.6669,   0.0140,   0.1650,   0.0857,   0.4516,   0.2737,  84.5714,   0.7022,   3.0049,   2.1432,   1.2902,   0.7821,    0.030,    0.247,    7.839,    3.011,   13.291,  195.961,    0.1742,    0.0000,    6.6509,    6.6356,    3.0886,    0.0000,    6.7828,    0.3391,    6.7828,    0.3391,
   20,   0.4503,   1.3655,   0.7335,   0.2772,   0.2684,1326.1034, 798.0995, 154.8452,  94.1156,1078.8521,   1.9296,   8.0308,  93.9216, 211.0120, 304.9336,   0.7845,   0.0147,   0.1912,   0.0963,   0.5248,   0.3181,  84.8867,   0.7368,   3.4821,   2.4077,   1.4994,   0.9089,    0.031,    0.275,    7.724,    3.148,   14.611,  193.094,    0.1596,    0.0000,    6.7436,    6.7289,    3.4660,    0.0000,    9.1808,    0.4590,    9.1808,    0.4590,
   21,   0.5374,   1.5681,   0.8181,   0.3347,   0.2794,1077.3901, 799.0887, 197.3799,  88.1269, 790.9014,   2.2043,   7.9599,  94.9412, 209.9841, 304.9252,   0.8390,   0.0180,   0.2195,   0.1064,   0.6358,   0.3856,  84.4702,   0.8994,   3.9988,   2.6593,   1.8136,   1.0999,    0.033,    0.308,    7.619,    3.303,   16.058,  190.476,    0.1478,    0.0000,    6.8058,    6.7940,    3.9079,    0.0000,    7.6609,    0.3830,    7.6609,    0.3830,
   22,   0.6792,   1.6507,   0.9120,   0.4163,   0.2805,1469.5847, 799.7039, 202.8642,  88.3767,1177.7382,   2.4714,   7.9078,  95.3867, 209.5466, 304.9333,   0.7629,   0.0192,   0.2311,   0.1125,   0.8362,   0.5095,  83.6978,   0.9591,   4.2094,   2.8132,   2.2871,   1.4201,    0.035,    0.343,    7.530,    3.480,   17.665,  188.258,    0.1434,    0.0000,    6.5779,    6.5735,    4.2336,    0.0000,    8.6402,    0.4320,    8.6402,    0.4320,
   23,   0.7875,   1.7451,   0.9526,   0.3874,   0.2837, 932.6990, 799.9271, 256.5833, 101.3890, 574.5105,   2.7923,   7.8686,  95.4446, 209.4900, 304.9345,   0.8233,   0.0181,   0.2443,   0.1202,   0.9859,   0.6004,  82.7923,   0.9062,   4.4499,   3.0045,   2.6369,   1.6547,    0.037,    0.375,    7.456,    3.663,   19.275,  186.411,    0.1416,    0.0000,    6.4405,    6.4387,    4.4748,    0.0000,   10.1830,    0.5092,   10.1830,    0.5092,
   24,   0.9041,   1.8697,   1.0827,   0.4392,   0.3286, 954.8821, 799.9503, 261.1748,  95.9561, 597.7321,   3.1705,   7.8051,  96.2983, 208.6424, 304.9407,   0.9146,   0.0198,   0.2618,   0.1311,   1.1451,   0.6980,  82.3891,   0.9905,   4.7677,   3.2787,   2.9693,   1.9030,    0.038,    0.394,    7.372,    3.838,   20.364,  184.306,    0.1350,    0.0000,    7.5768,    7.5702,    4.8142,    0.0000,    7.4075,    0.3704,    7.4075,    0.3704,
   25,   1.0255,   2.0307,   1.1785,   0.4827,   0.3505,1027.1952, 797.5610, 320.1296,  99.4315, 610.0276,   3.5737,   7.7475,  97.0936, 207.8352, 304.9288,   1.0154,   0.0206,   0.2843,   0.1449,   1.3085,   0.8000,  81.7740,   1.0312,   5.1784,   3.6213,   3.3264,   2.1622,    0.040,    0.415,    7.293,    3.990,   21.400,  182.315,    0.1298,    0.0000,    7.9926,    7.9874,    5.2715,    0.0000,    8.7397,    0.4370,    8.7397,    0.4370,
   26,   1.1720,   2.1872,   1.1854,   0.5145,   0.3150,1082.7830, 799.9318, 265.2327,  90.4357, 724.7466,   3.9218,   7.7549,  96.0563, 208.8768, 304.9331,   1.0111,   0.0229,   0.3062,   0.1572,   1.5032,   0.9213,  79.1887,   1.1431,   5.5774,   3.9292,   3.7428,   2.4750,    0.042,    0.465,    7.248,    4.166,   23.393,  181.196,    0.1218,    0.0000,    6.6942,    6.6862,    5.7896,    0.0000,    7.7426,    0.3871,    7.7426,    0.3871,
   27,   1.3130,   2.0918,   1.2156,   0.5244,   0.3643, 824.5189, 798.3041, 332.4269, 100.6438, 393.0770,   4.2813,   7.7217,  95.8956, 209.0338, 304.9294,   1.0381,   0.0233,   0.2929,   0.1496,   1.6912,   1.0864,  78.5399,   1.1644,   5.3341,   3.7393,   4.1949,   2.9229,    0.044,    0.481,    7.197,    4.382,   24.604,  179.913,    0.1354,    0.0000,    7.6899,    7.7035,    5.6583,    0.0000,    8.4968,    0.4248,    8.4968,    0.4248,
   28,   1.3869,   1.9395,   1.1026,   0.5715,   0.3792,1075.2305, 799.9972, 275.7213, 101.5674, 696.2573,   4.3907,   7.7637,  93.6937, 211.2367, 304.9304,   0.7291,   0.0224,   0.2715,   0.1405,   1.9312,   1.2959,  76.1493,   1.1214,   4.9458,   3.5133,   4.5237,   3.4402,    0.047,    0.529,    7.188,    4.664,   26.725,  179.702,    0.1457,    0.0000,    6.8749,    6.8851,    5.3601,    0.0000,    9.0875,    0.4544,    9.0875,    0.4544,
   29,   1.0328,   1.8756,   1.1095,   0.4952,   0.4029,1327.3278, 796.7739, 262.8495,  99.4743, 968.2318,   3.7324,   8.6308,  88.9752, 215.9467, 304.9219,   0.6316,   0.0202,   0.2626,   0.1523,   1.6278,   1.0378,  72.3795,   1.0117,   4.7828,   3.8081,   4.1404,   2.8526,    0.050,    0.576,    8.005,    4.957,   29.124,  181.742,    0.1233,    0.0000,    6.6172,    6.5948,    5.5820,    0.0000,    8.3247,    0.4162,    8.3247,    0.4162,
   30,   1.1164,   1.8581,   1.1243,   0.4614,   0.3998,1175.1230, 799.2427, 284.9665, 101.9458, 785.7452,   4.0760,   8.5484,  88.8090, 216.1164, 304.9254,   0.7062,   0.0224,   0.2601,   0.1563,   1.8065,   1.1245,  71.4345,   1.1184,   4.7382,   3.9076,   4.5266,   3.0837,    0.050,    0.563,    7.935,    5.048,   29.188,  181.748,    0.1331,    0.0000,    7.2918,    7.3017,    5.6785,    0.0000,    7.9725,    0.3986,    7.9725,    0.3986,
   31,   1.1771,   1.8002,   1.0309,   0.4352,   0.4089,1483.9203, 799.9944, 260.6164, 101.2080,1121.3463,   4.3395,   8.4703,  88.9007, 216.0134, 304.9141,   0.7612,   0.0231,   0.2520,   0.1522,   1.9337,   1.2172,  71.2077,   1.1561,   4.5906,   3.8051,   4.8060,   3.3352,    0.051,    0.551,    7.869,    5.072,   29.069,  181.732,    0.1402,    0.0000,    7.8094,    7.8164,    5.5416,    0.0000,    9.2634,    0.4632,    9.2634,    0.4632,
   32,   1.0978,   1.8282,   1.1027,   0.4867,   0.4149,1144.0876, 798.8794, 274.4448, 113.2696, 757.4913,   4.3817,   8.6275,  87.6643, 217.2676, 304.9318,   0.7242,   0.0238,   0.2559,   0.1654,   1.9898,   1.2226,  69.1845,   1.1880,   4.6619,   4.1346,   5.0995,   3.3958,    0.051,    0.570,    8.006,    5.134,   29.825,  182.187,    0.1220,    0.0000,    7.8150,    7.7969,    5.8193,    0.0000,   10.1519,    0.5076,   10.1519,    0.5076,
   33,   1.1809,   1.8708,   1.1127,   0.4947,   0.3580, 716.6377, 799.7427, 356.3489, 106.6436, 252.7842,   4.6488,   8.6190,  86.4752, 218.4685, 304.9437,   0.7112,   0.0265,   0.2619,   0.1688,   2.1469,   1.3336,  66.9272,   1.3236,   4.7704,   4.2189,   5.5271,   3.7079,    0.052,    0.599,    7.969,    5.196,   30.792,  182.354,    0.1261,    0.0000,    6.7083,    6.7125,    6.1441,    0.0000,    8.9649,    0.4482,    8.9649,    0.4482,
   34,   1.2113,   1.8003,   0.9775,   0.4303,   0.4153,1101.7085, 799.9489, 218.6283,  90.8771, 792.0037,   4.8103,   8.5877,  85.7118, 219.2162, 304.9280,   0.7013,   0.0261,   0.2520,   0.1626,   2.2424,   1.4259,  66.0095,   1.3031,   4.5907,   4.0644,   5.7917,   3.9525,    0.053,    0.601,    7.933,    5.314,   31.278,  182.491,    0.1334,    0.0000,    7.7104,    7.7177,    5.7761,    0.0000,   10.7466,    0.5373,   10.7466,    0.5373,
   35,   1.2304,   1.7764,   0.9891,   0.4246,   0.4047,1226.4808, 799.7931, 255.0637, 108.5750, 863.0024,   4.9727,   8.5832,  84.8684, 220.0669, 304.9353,   0.7126,   0.0192,   0.2487,   0.1632,   2.3288,   1.5001,  65.1033,   0.9623,   4.5298,   4.0807,   6.0286,   4.1637,    0.054,    0.612,    7.918,    5.387,   31.844,  182.700,    0.1364,    0.0000,    7.7065,    7.7095,    5.7230,    0.0000,   16.2247,    0.8112,   16.2247,    0.8112,
   36,   1.2382,   1.7701,   1.0343,   0.4328,   0.4122,1326.1034, 797.9493, 206.8125,  93.6451,1027.4915,   5.1667,   8.5766,  84.2850, 220.6413, 304.9263,   0.7459,   0.0206,   0.2478,   0.1639,   2.4191,   1.5693,  64.0201,   1.0290,   4.5137,   4.0980,   6.2631,   4.3611,    0.054,    0.614,    7.908,    5.450,   32.170,  182.886,    0.1362,    0.0000,    7.9488,    7.9485,    5.7098,    0.0000,    7.7091,    0.3855,    7.7091,    0.3855,
   37,   1.2407,   1.7953,   0.9851,   0.4290,   0.4155,1077.3901, 799.0691, 226.7212,  87.6251, 761.9291,   5.3083,   8.5742,  83.9031, 221.0290, 304.9321,   0.7401,   0.0204,   0.2513,   0.1663,   2.5000,   1.6300,  63.1220,   1.0220,   4.5780,   4.1585,   6.4882,   4.5343,    0.055,    0.617,    7.903,    5.480,   32.306,  183.087,    0.1554,    0.0000,    8.0831,    8.1023,    5.8021,    0.0000,    9.1923,    0.4596,    9.1923,    0.4596,
   38,   0.7478,   1.7782,   0.9740,   0.4206,   0.4544,1469.5847, 799.7010, 213.5529,  88.2160,1167.1903,   3.5957,  10.3854,  78.1247, 226.8019, 304.9267,   0.7220,   0.0159,   0.2489,   0.1751,   1.4715,   0.9622,  61.4865,   0.7972,   4.5343,   4.3778,   4.1828,   2.7460,    0.056,    0.640,    9.689,    5.576,   33.205,  187.886,    0.1358,    0.0000,    7.8581,    7.8384,    6.0638,    0.0000,    7.4981,    0.3749,    7.4981,    0.3749,
   39,   0.8002,   1.8363,   0.9981,   0.4210,   0.4403, 932.6990, 799.9252, 266.4313, 101.2069, 564.8439,   3.8327,  10.2842,  77.9713, 226.9573, 304.9286,   0.7514,   0.0118,   0.2571,   0.1807,   1.6001,   1.0316,  60.6913,   0.5920,   4.6826,   4.5172,   4.5439,   2.9443,    0.056,    0.644,    9.584,    5.619,   33.309,  187.890,    0.1390,    0.0000,    7.6956,    7.6988,    6.2867,    0.0000,   12.4819,    0.6241,   12.4819,    0.6241,
   40,   0.7807,   1.9312,   1.1074,   0.4641,   0.4952, 954.8821, 799.9489, 266.7462,  95.8609, 592.2535,   3.9998,  10.2644,  78.2327, 226.7008, 304.9335,   0.8070,   0.0123,   0.2704,   0.1908,   1.6875,   1.0319,  60.1563,   0.6128,   4.9245,   4.7712,   4.8199,   2.9479,    0.056,    0.632,    9.576,    5.621,   32.820,  188.132,    0.1284,    0.0000,    8.7203,    8.7098,    6.5532,    0.0000,    7.8813,    0.3941,    7.8813,    0.3941,
   41,   0.8482,   2.0322,   1.1894,   0.5044,   0.5097,1027.1952, 797.5280, 325.2987,  99.3372, 604.9833,   4.3103,  10.1286,  78.7689, 226.1700, 304.9389,   0.8573,   0.0139,   0.2845,   0.2011,   1.8339,   1.1195,  59.4278,   0.6927,   5.1821,   5.0287,   5.2398,   3.1978,    0.056,    0.624,    9.448,    5.595,   32.386,  188.061,    0.1272,    0.0000,    9.0066,    9.0054,    6.9060,    0.0000,    7.6691,    0.3835,    7.6691,    0.3835,
   42,   0.9348,   2.0569,   1.1495,   0.5038,   0.4436,1082.7830, 799.9326, 256.9403,  90.5375, 732.9035,   4.5630,  10.0768,  77.6332, 227.2958, 304.9290,   0.8377,   0.0166,   0.2880,   0.2029,   1.9988,   1.2190,  57.2948,   0.8305,   5.2452,   5.0721,   5.7094,   3.4813,    0.056,    0.658,    9.363,    5.637,   33.349,  188.180,    0.1303,    0.0000,    7.6323,    7.6355,    7.1928,    0.0000,    6.3931,    0.3197,    6.3931,    0.3197,
   43,   1.0227,   2.0981,   1.2239,   0.5267,   0.4974, 824.5189, 798.2996, 334.2038, 100.6490, 391.3039,   4.8595,   9.9788,  77.3048, 227.6195, 304.9243,   0.8637,   0.0161,   0.2937,   0.2095,   2.1598,   1.3166,  55.9884,   0.8059,   5.3502,   5.2381,   6.1625,   3.7597,    0.057,    0.659,    9.262,    5.718,   33.561,  188.218,    0.1225,    0.0000,    8.4765,    8.4688,    7.2523,    0.0000,    9.6674,    0.4834,    9.6674,    0.4834,
   44,   1.1310,   2.1490,   1.2038,   0.5432,   0.4880,1075.2305, 799.9971, 303.9213, 101.1713, 668.4462,   5.1029,   9.9068,  76.6495, 228.2743, 304.9237,   0.8236,   0.0143,   0.3009,   0.2137,   2.3297,   1.4206,  54.4212,   0.7150,   5.4798,   5.3437,   6.6339,   4.0558,    0.058,    0.673,    9.176,    5.773,   34.059,  188.320,    0.1228,    0.0000,    8.3971,    8.3973,    7.5063,    0.0000,   11.5498,    0.5775,   11.5498,    0.5775,
   45,   1.2096,   1.9785,   1.1836,   0.5634,   0.4715,1327.3278, 796.7019, 281.4840,  99.2298, 949.9132,   5.3114,   9.8462,  75.8528, 229.0741, 304.9269,   0.6774,   0.0148,   0.2770,   0.1950,   2.5598,   1.5873,  53.5290,   0.7396,   5.0451,   4.8758,   7.1504,   4.5129,    0.059,    0.681,    9.107,    5.860,   34.611,  188.479,    0.1239,    0.0000,    8.1058,    8.1070,    7.1122,    0.0000,    8.0549,    0.4027,    8.0549,    0.4027,
   46,   1.2365,   1.8565,   1.1330,   0.4801,   0.4803,1175.1230, 799.2413, 287.6053, 101.9211, 783.0597,   5.5199,   9.8087,  75.0358, 229.8870, 304.9228,   0.6887,   0.0154,   0.2599,   0.1852,   2.6789,   1.6918,  52.6109,   0.7687,   4.7341,   4.6304,   7.4898,   4.8019,    0.059,    0.688,    9.061,    5.949,   35.092,  188.708,    0.1372,    0.0000,    8.2905,    8.3038,    6.5731,    0.0000,    7.8788,    0.3939,    7.8788,    0.3939,
   47,   1.2338,   1.7915,   1.0322,   0.4510,   0.4935,1483.9203, 799.9944, 260.9856, 101.2084,1120.9733,   5.6557,   9.7597,  75.0057, 229.9263, 304.9320,   0.6833,   0.0157,   0.2508,   0.1812,   2.7671,   1.7575,  52.4530,   0.7829,   4.5683,   4.5310,   7.6861,   4.9844,    0.060,    0.676,    9.024,    5.979,   34.888,  188.917,    0.1421,    0.0000,    8.7538,    8.7587,    6.3041,    0.0000,    8.3278,    0.4164,    8.3278,    0.4164,
   48,   1.1163,   1.7453,   1.0621,   0.4482,   0.4889,1144.0876, 798.8983, 265.3378, 113.3639, 766.4827,   5.6824,   9.8572,  74.7224, 230.2171, 304.9395,   0.7145,   0.0180,   0.2443,   0.1816,   2.7894,   1.7347,  52.1703,   0.8997,   4.4506,   4.5390,   7.7378,   4.9251,    0.060,    0.668,    9.129,    5.962,   34.662,  189.463,    0.1309,    0.0000,    8.8215,    8.8103,    6.2637,    0.0000,    6.4755,    0.3238,    6.4755,    0.3238,
   49,   1.1377,   1.7053,   1.0281,   0.4390,   0.4355, 716.6377, 799.7461, 325.8944, 107.6699, 282.2313,   5.8575,   9.8345,  74.1525, 230.7853, 304.9377,   0.7405,   0.0169,   0.2387,   0.1790,   2.8926,   1.7897,  51.4279,   0.8452,   4.3485,   4.4746,   7.9773,   5.0789,    0.060,    0.683,    9.092,    5.958,   35.049,  189.640,    0.1383,    0.0000,    7.8315,    7.8389,    6.2721,    0.0000,   10.5801,    0.5290,   10.5801,    0.5290,
   50,   1.1448,   1.6835,   0.9320,   0.4127,   0.4745,1101.7085, 799.9495, 205.4456,  91.0602, 805.0093,   5.9569,   9.7791,  74.3199, 230.6206, 304.9406,   0.7187,   0.0192,   0.2357,   0.1786,   2.9610,   1.8436,  51.2535,   0.9614,   4.2928,   4.4660,   8.1168,   5.2295,    0.060,    0.672,    9.047,    5.964,   34.773,  189.745,    0.1385,    0.0000,    8.5261,    8.5263,    6.1787,    0.0000,    6.9477,    0.3474,    6.9477,    0.3474,
   51,   1.1517,   1.6829,   0.9559,   0.4076,   0.4565,1226.4808, 799.7953, 243.8707, 108.7119, 874.0576,   6.0811,   9.7462,  74.2820, 230.6589, 304.9409,   0.7409,   0.0141,   0.2356,   0.1797,   3.0228,   1.8880,  51.1825,   0.7064,   4.2913,   4.4921,   8.2556,   5.3541,    0.059,    0.672,    9.015,    5.940,   34.689,  189.892,    0.1382,    0.0000,    8.3186,    8.3183,    6.2101,    0.0000,   14.2024,    0.7101,   14.2024,    0.7101,
   52,   1.1586,   1.6608,   1.0028,   0.4183,   0.4615,1326.1034, 797.9999, 198.0936,  93.7249,1036.0859,   6.2373,   9.7120,  74.2527, 230.6730, 304.9257,   0.7779,   0.0165,   0.2325,   0.1796,   3.0940,   1.9369,  50.7897,   0.8231,   4.2350,   4.4891,   8.4244,   5.4914,    0.059,    0.669,    8.984,    5.932,   34.591,  190.015,    0.1354,    0.0000,    8.3855,    8.3827,    6.1866,    0.0000,    6.7870,    0.3394,    6.7870,    0.3394,
