 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
    1,   0.0597,   0.1838,   0.1017,   0.0643,   0.3543, 716.6377, 799.7640,  33.7076, 115.6263, 567.5453,   0.1288,  13.8269,  14.7787, 352.6781, 367.4568,   0.0323,   0.0000,   0.0257,   0.0241,   0.0290,   0.0176,  13.5737,   0.0000,   0.4687,   0.6032,   0.0829,   0.0502,    0.019,    0.123,   13.685,    1.860,    7.988,  342.129,    0.7014,    0.0000,   10.5702,    8.7716,    0.7368,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    2,   0.0646,   0.1923,   0.0987,   0.0389,   0.3354,1101.7085, 799.9625,  23.1673,  93.5100, 984.8453,   0.1517,  13.5286,  22.3885, 345.0614, 367.4499,   0.0466,   0.0000,   0.0269,   0.0244,   0.0335,   0.0203,  21.1349,   0.0000,   0.4904,   0.6095,   0.0957,   0.0580,    0.027,    0.109,   13.393,    2.650,    6.891,  334.824,    0.6965,    0.0000,    8.7191,    8.7141,    0.8137,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    3,   0.0706,   0.2061,   0.1089,   0.0419,   0.3200,1226.4808, 799.8130,  29.1330, 111.3579,1086.1510,   0.1804,  13.2469,  29.6308, 337.8047, 367.4355,   0.0631,   0.0000,   0.0289,   0.0253,   0.0393,   0.0238,  28.2913,   0.0000,   0.5256,   0.6333,   0.1124,   0.0681,    0.030,    0.101,   13.116,    2.977,    6.258,  327.895,    0.6753,    0.0000,    8.5220,    8.5009,    0.8320,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    4,   0.0774,   0.2251,   0.1231,   0.0468,   0.3178,1326.1034, 798.4667,  25.6243,  95.3152,1206.5227,   0.2162,  12.9696,  36.7454, 330.6935, 367.4389,   0.0828,   0.0000,   0.0315,   0.0270,   0.0467,   0.0283,  35.2832,   0.0000,   0.5740,   0.6741,   0.1334,   0.0808,    0.031,    0.097,   12.842,    3.101,    5.906,  321.045,    0.6416,    0.0000,    8.5804,    8.5468,    0.8732,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    5,   0.0852,   0.2470,   0.1299,   0.0514,   0.3143,1077.3901, 799.2376,  30.9603,  91.2659, 954.4041,   0.2506,  12.6997,  43.6215, 323.8300, 367.4514,   0.0980,   0.0000,   0.0346,   0.0284,   0.0558,   0.0338,  42.0251,   0.0002,   0.6299,   0.7103,   0.1594,   0.0966,    0.031,    0.096,   12.573,    3.128,    5.770,  314.318,    0.6142,    0.0000,    8.5516,    8.5241,    0.9406,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    6,   0.0925,   0.2677,   0.1409,   0.0554,   0.2988,1469.5847, 799.7333,  31.4749,  91.0956,1346.5294,   0.2889,  12.4484,  49.9500, 317.5039, 367.4539,   0.1146,   0.0019,   0.0375,   0.0299,   0.0653,   0.0396,  48.1236,   0.0954,   0.6827,   0.7484,   0.1867,   0.1132,    0.031,    0.098,   12.320,    3.120,    5.831,  307.990,    0.5632,    0.0000,    8.1971,    8.1462,    0.9962,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    7,   0.1003,   0.2898,   0.1512,   0.0591,   0.2877, 932.6990, 799.9383,  41.0238, 105.9461, 785.5333,   0.3306,  12.2115,  55.7795, 311.6502, 367.4297,   0.1318,   0.0041,   0.0406,   0.0315,   0.0764,   0.0463,  53.7004,   0.2035,   0.7390,   0.7863,   0.2182,   0.1322,    0.031,    0.101,   12.079,    3.102,    6.033,  301.975,    0.5407,    0.0000,    7.8797,    7.8572,    1.0512,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    8,   0.1100,   0.3194,   0.1773,   0.0692,   0.3199, 954.8821, 799.9571,  43.4460, 100.1408, 811.2839,   0.3840,  11.9460,  62.4442, 305.0002, 367.4444,   0.1574,   0.0044,   0.0447,   0.0337,   0.0895,   0.0543,  60.1571,   0.2190,   0.8145,   0.8429,   0.2557,   0.1550,    0.031,    0.103,   11.813,    3.073,    6.123,  295.313,    0.4913,    0.0000,    8.9088,    8.8593,    1.1285,    0.0000,    2.2047,    0.1102,    2.2047,    0.1102,
    9,   0.1209,   0.3532,   0.1994,   0.0783,   0.3286,1027.1952, 798.0586,  55.6443, 105.7230, 867.7323,   0.4455,  11.6768,  69.1926, 298.2527, 367.4454,   0.1856,   0.0055,   0.0494,   0.0362,   0.1051,   0.0637,  66.6281,   0.2771,   0.9007,   0.9046,   0.3002,   0.1820,    0.030,    0.105,   11.542,    3.038,    6.216,  288.539,    0.4594,    0.0000,    9.2180,    9.1861,    1.2207,    0.0000,    1.8037,    0.0902,    1.8037,    0.0902,
   10,   0.1331,   0.3899,   0.2040,   0.0819,   0.2814,1082.7830, 799.9452,  46.4866,  92.8682, 941.5482,   0.5023,  11.4599,  74.4278, 293.0194, 367.4473,   0.2056,   0.0065,   0.0546,   0.0384,   0.1227,   0.0744,  71.5848,   0.3262,   0.9943,   0.9592,   0.3507,   0.2126,    0.030,    0.115,   11.315,    3.020,    6.683,  282.877,    0.4392,    0.0000,    7.9420,    7.9218,    1.3231,    0.0000,    2.3536,    0.1177,    2.3536,    0.1177,
