 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
    1,   0.0597,   0.1838,   0.1017,   0.0643,   0.4635, 716.6377, 799.7640,  33.7076, 115.6263, 567.5453,   0.1288,  18.7178,  16.9410, 475.5250, 492.4659,   0.0323,   0.0000,   0.0257,   0.0241,   0.0290,   0.0176,  15.7360,   0.0000,   0.4687,   0.6032,   0.0829,   0.0502,    0.024,    0.123,   18.571,    2.367,    7.988,  464.274,    0.8961,    0.0000,   12.7325,   11.1286,    0.7368,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    2,   0.0646,   0.1923,   0.0987,   0.0389,   0.4400,1101.7085, 799.9625,  23.1673,  93.5100, 984.8453,   0.1517,  18.3144,  26.9821, 465.4670, 492.4491,   0.0466,   0.0000,   0.0269,   0.0244,   0.0335,   0.0203,  25.7285,   0.0000,   0.4904,   0.6095,   0.0957,   0.0580,    0.034,    0.109,   18.171,    3.386,    6.900,  454.285,    0.8958,    0.0000,   11.1936,   11.1934,    0.8137,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    3,   0.0706,   0.2061,   0.1089,   0.0419,   0.4205,1226.4808, 799.8130,  29.1330, 111.3579,1086.1510,   0.1804,  17.9314,  36.6671, 455.7759, 492.4430,   0.0631,   0.0000,   0.0289,   0.0253,   0.0393,   0.0238,  35.3276,   0.0000,   0.5256,   0.6333,   0.1124,   0.0681,    0.038,    0.101,   17.792,    3.815,    6.284,  444.798,    0.8790,    0.0000,   11.0566,   11.0398,    0.8320,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    4,   0.0774,   0.2251,   0.1231,   0.0468,   0.4178,1326.1034, 798.4667,  25.6243,  95.3152,1206.5227,   0.2162,  17.5530,  46.2830, 446.1531, 492.4361,   0.0828,   0.0000,   0.0315,   0.0270,   0.0467,   0.0283,  44.8207,   0.0000,   0.5740,   0.6741,   0.1334,   0.0808,    0.040,    0.097,   17.416,    3.981,    5.928,  435.410,    0.8337,    0.0000,   11.2224,   11.1770,    0.8732,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    5,   0.0852,   0.2470,   0.1299,   0.0514,   0.4133,1077.3901, 799.2376,  30.9603,  91.2659, 954.4041,   0.2506,  17.1831,  55.6711, 436.7751, 492.4463,   0.0980,   0.0000,   0.0346,   0.0284,   0.0558,   0.0338,  54.0747,   0.0002,   0.6299,   0.7103,   0.1594,   0.0966,    0.040,    0.096,   17.047,    4.020,    5.770,  426.181,    0.8043,    0.0000,   11.2544,   11.2251,    0.9406,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    6,   0.0925,   0.2677,   0.1409,   0.0554,   0.3925,1469.5847, 799.7333,  31.4749,  91.0956,1346.5294,   0.2889,  16.8373,  64.3758, 428.0656, 492.4413,   0.1146,   0.0019,   0.0375,   0.0299,   0.0653,   0.0396,  62.5493,   0.0954,   0.6827,   0.7484,   0.1867,   0.1132,    0.040,    0.098,   16.700,    4.008,    5.831,  417.491,    0.7355,    0.0000,   10.8143,   10.7455,    0.9962,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    7,   0.1003,   0.2898,   0.1512,   0.0591,   0.3773, 932.6990, 799.9383,  41.0238, 105.9461, 785.5333,   0.3306,  16.5096,  72.5154, 419.9284, 492.4438,   0.1318,   0.0041,   0.0406,   0.0315,   0.0764,   0.0463,  70.4363,   0.2035,   0.7390,   0.7863,   0.2182,   0.1322,    0.040,    0.101,   16.368,    3.980,    6.033,  409.208,    0.7077,    0.0000,   10.4784,   10.4505,    1.0512,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    8,   0.1100,   0.3194,   0.1773,   0.0692,   0.4189, 954.8821, 799.9571,  43.4460, 100.1408, 811.2839,   0.3840,  16.1442,  81.6942, 410.7492, 492.4434,   0.1574,   0.0044,   0.0447,   0.0337,   0.0895,   0.0543,  79.4071,   0.2190,   0.8145,   0.8429,   0.2557,   0.1550,    0.039,    0.103,   16.002,    3.935,    6.123,  400.051,    0.6403,    0.0000,   11.7575,   11.6900,    1.1285,    0.0000,    2.2047,    0.1102,    2.2047,    0.1102,
    9,   0.1209,   0.3532,   0.1994,   0.0783,   0.4295,1027.1952, 798.0586,  55.6443, 105.7230, 867.7323,   0.4455,  15.7735,  90.9977, 401.4402, 492.4379,   0.1856,   0.0055,   0.0494,   0.0362,   0.1051,   0.0637,  88.4332,   0.2771,   0.9007,   0.9046,   0.3002,   0.1820,    0.039,    0.105,   15.630,    3.881,    6.216,  390.745,    0.5976,    0.0000,   12.1580,   12.1154,    1.2207,    0.0000,    1.8037,    0.0902,    1.8037,    0.0902,
   10,   0.1331,   0.3899,   0.2040,   0.0819,   0.3668,1082.7830, 799.9452,  46.4866,  92.8682, 941.5482,   0.5023,  15.4708,  98.4028, 394.0420, 492.4449,   0.2056,   0.0065,   0.0546,   0.0384,   0.1227,   0.0744,  95.5598,   0.3262,   0.9943,   0.9592,   0.3507,   0.2126,    0.038,    0.115,   15.318,    3.846,    6.683,  382.943,    0.5695,    0.0000,   10.5482,   10.5200,    1.3231,    0.0000,    2.3536,    0.1177,    2.3536,    0.1177,
   11,   0.1472,   0.4324,   0.2371,   0.0928,   0.4028, 824.5189, 798.6103,  66.1290, 105.1499, 654.5806,   0.5762,  15.1379, 106.5457, 385.9090, 492.4547,   0.2389,   0.0069,   0.0605,   0.0414,   0.1422,   0.0862, 103.4096,   0.3462,   1.1027,   1.0346,   0.4064,   0.2463,    0.038,    0.120,   14.980,    3.819,    7.076,  374.496,    0.5178,    0.0000,   11.5236,   11.4719,    1.4127,    0.0000,    3.2242,    0.1612,    3.2242,    0.1612,
   12,   0.1639,   0.4828,   0.2529,   0.1025,   0.3907,1075.2305, 799.9982,  65.5104, 104.4282, 903.9108,   0.6488,  14.8237, 114.2132, 378.2292, 492.4424,   0.2648,   0.0071,   0.0676,   0.0444,   0.1650,   0.1000, 110.7613,   0.3527,   1.2312,   1.1110,   0.4713,   0.2857,    0.038,    0.129,   14.657,    3.795,    7.522,  366.429,    0.4831,    0.0000,   11.3469,   11.3122,    1.5486,    0.0000,    4.0196,    0.2010,    4.0196,    0.2010,
   13,   0.1834,   0.5412,   0.2888,   0.1127,   0.3709,1327.3278, 798.0953,  70.4985, 101.8576,1156.8783,   0.7400,  14.5365, 121.0542, 371.3753, 492.4296,   0.3044,   0.0061,   0.0758,   0.0485,   0.1900,   0.1151, 117.2833,   0.3058,   1.3801,   1.2134,   0.5428,   0.3289,    0.038,    0.140,   14.359,    3.789,    8.180,  358.966,    0.4400,    0.0000,   10.8049,   10.7618,    1.6796,    0.0000,    5.5483,    0.2774,    5.5483,    0.2774,
