 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
   11,   0.0822,   0.1801,   0.0835,   0.0378,   0.2001, 824.5189, 798.6599,  33.6030, 105.8288, 686.3829,   0.1760,   7.2096,  58.0643, 184.8430, 242.9073,   0.0317,   0.0035,   0.0252,   0.0245,   0.0567,   0.0343,  56.5553,   0.1772,   0.4593,   0.6125,   0.1620,   0.0981,    0.020,    0.077,    7.113,    1.974,    4.629,  177.822,    0.4182,    0.0000,    6.0052,    5.9918,    0.7979,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   12,   0.0837,   0.1818,   0.0814,   0.0379,   0.1925,1075.2305, 799.9984,  30.0859, 105.0721, 938.7426,   0.1816,   7.0547,  62.0141, 180.8866, 242.9007,   0.0324,   0.0041,   0.0255,   0.0243,   0.0593,   0.0359,  60.4643,   0.2072,   0.4636,   0.6068,   0.1695,   0.1027,    0.019,    0.077,    6.958,    1.936,    4.580,  173.961,    0.4094,    0.0000,    5.9276,    5.9188,    0.8165,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   13,   0.0851,   0.1839,   0.0841,   0.0377,   0.1810,1327.3278, 798.3782,  29.4380, 102.4462,1197.0708,   0.1905,   6.9111,  65.6093, 177.2896, 242.8989,   0.0360,   0.0047,   0.0257,   0.0246,   0.0619,   0.0375,  64.0042,   0.2368,   0.4689,   0.6153,   0.1769,   0.1072,    0.019,    0.077,    6.815,    1.905,    4.619,  170.364,    0.4019,    0.0000,    5.6404,    5.6329,    0.8050,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   14,   0.0888,   0.1957,   0.0909,   0.0411,   0.1798,1175.1230, 799.4133,  34.1836, 104.6728,1035.2390,   0.2008,   6.7706,  69.1454, 173.7517, 242.8971,   0.0401,   0.0029,   0.0274,   0.0260,   0.0650,   0.0394,  67.5528,   0.1445,   0.4990,   0.6509,   0.1857,   0.1125,    0.019,    0.079,    6.673,    1.878,    4.679,  166.820,    0.3751,    0.0000,    5.6964,    5.6697,    0.8482,    0.0000,    2.4786,    0.1239,    2.4786,    0.1239,
   15,   0.0917,   0.2019,   0.0917,   0.0425,   0.1829,1483.9203, 799.9960,  34.4230, 104.2887,1344.6378,   0.2087,   6.6289,  72.6683, 170.2212, 242.8896,   0.0417,   0.0028,   0.0283,   0.0266,   0.0681,   0.0413,  71.0365,   0.1399,   0.5148,   0.6647,   0.1946,   0.1179,    0.019,    0.080,    6.530,    1.856,    4.755,  163.250,    0.3616,    0.0000,    5.7910,    5.7775,    0.8850,    0.0000,    0.7759,    0.0388,    0.7759,    0.0388,
   16,   0.0941,   0.2090,   0.1010,   0.0446,   0.1789,1144.0876, 799.2744,  37.3531, 116.0547, 991.4075,   0.2228,   6.4921,  76.0736, 166.8179, 242.8915,   0.0478,   0.0035,   0.0293,   0.0277,   0.0713,   0.0432,  74.3457,   0.1760,   0.5329,   0.6916,   0.2038,   0.1235,    0.018,    0.082,    6.392,    1.835,    4.849,  159.793,    0.3416,    0.0000,    5.7638,    5.7437,    0.9051,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   17,   0.0964,   0.2155,   0.0999,   0.0457,   0.1795, 716.6377, 799.7628,  48.4941, 115.0617, 552.5994,   0.2330,   6.3566,  79.4412, 163.4615, 242.9028,   0.0502,   0.0043,   0.0302,   0.0283,   0.0747,   0.0453,  77.6280,   0.2129,   0.5495,   0.7081,   0.2135,   0.1293,    0.018,    0.084,    6.254,    1.816,    4.951,  156.362,    0.3323,    0.0000,    5.8289,    5.8195,    0.9399,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   18,   0.0997,   0.2211,   0.0953,   0.0454,   0.1699,1101.7085, 799.9617,  32.3827,  93.3879, 975.7487,   0.2376,   6.2320,  82.4694, 160.4233, 242.8927,   0.0492,   0.0034,   0.0310,   0.0288,   0.0780,   0.0473,  80.6592,   0.1696,   0.5638,   0.7188,   0.2229,   0.1351,    0.018,    0.087,    6.127,    1.804,    5.129,  153.174,    0.3168,    0.0000,    5.5810,    5.5656,    0.9641,    0.0000,    1.5617,    0.0781,    1.5617,    0.0781,
   19,   0.1019,   0.2257,   0.1002,   0.0457,   0.1632,1226.4808, 799.8129,  39.1908, 111.2296,1076.2208,   0.2465,   6.1145,  85.3007, 157.5902, 242.8909,   0.0510,   0.0042,   0.0316,   0.0293,   0.0812,   0.0492,  83.4124,   0.2076,   0.5756,   0.7324,   0.2321,   0.1406,    0.018,    0.090,    6.006,    1.794,    5.323,  150.155,    0.3173,    0.0000,    5.4510,    5.4515,    0.9704,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   20,   0.1056,   0.2382,   0.1106,   0.0493,   0.1638,1326.1034, 798.4324,  33.7896,  95.2351,1198.4705,   0.2604,   5.9979,  88.1216, 154.7688, 242.8904,   0.0565,   0.0034,   0.0334,   0.0310,   0.0848,   0.0514,  86.1791,   0.1715,   0.6075,   0.7743,   0.2423,   0.1468,    0.018,    0.093,    5.887,    1.788,    5.505,  147.171,    0.3051,    0.0000,    5.5325,    5.5203,    1.0055,    0.0000,    1.5189,    0.0759,    1.5189,    0.0759,
   21,   0.1083,   0.2462,   0.1092,   0.0504,   0.1636,1077.3901, 799.2363,  37.8375,  91.1371, 947.6204,   0.2696,   5.8839,  90.8882, 152.0085, 242.8967,   0.0571,   0.0043,   0.0345,   0.0316,   0.0886,   0.0536,  88.8497,   0.2148,   0.6278,   0.7895,   0.2530,   0.1533,    0.018,    0.097,    5.769,    1.782,    5.689,  144.237,    0.2998,    0.0000,    5.5850,    5.5797,    1.0560,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   22,   0.1130,   0.2590,   0.1158,   0.0528,   0.1571,1469.5847, 799.7328,  37.5872,  91.0228,1340.4889,   0.2809,   5.7783,  93.3978, 149.4974, 242.8952,   0.0599,   0.0028,   0.0363,   0.0333,   0.0926,   0.0561,  91.3390,   0.1413,   0.6606,   0.8321,   0.2646,   0.1603,    0.018,    0.101,    5.659,    1.782,    5.952,  141.479,    0.2843,    0.0000,    5.4263,    5.4108,    1.0988,    0.0000,    2.3383,    0.1169,    2.3383,    0.1169,
   23,   0.1161,   0.2664,   0.1169,   0.0527,   0.1528, 932.6990, 799.9385,  46.2326, 105.8577, 780.4105,   0.2919,   5.6787,  95.7124, 147.1835, 242.8959,   0.0618,   0.0038,   0.0373,   0.0340,   0.0966,   0.0585,  93.5523,   0.1883,   0.6792,   0.8495,   0.2759,   0.1671,    0.018,    0.106,    5.555,    1.786,    6.255,  138.866,    0.2766,    0.0000,    5.3122,    5.3046,    1.1298,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   24,   0.1193,   0.2754,   0.1287,   0.0579,   0.1709, 954.8821, 799.9574,  45.8579, 100.1196, 808.8934,   0.3077,   5.5626,  98.5557, 144.3391, 242.8948,   0.0672,   0.0047,   0.0386,   0.0353,   0.1008,   0.0611,  96.2718,   0.2374,   0.7023,   0.8815,   0.2881,   0.1745,    0.018,    0.107,    5.438,    1.785,    6.340,  135.950,    0.2641,    0.0000,    5.9213,    5.9087,    1.1639,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   25,   0.1245,   0.2920,   0.1372,   0.0631,   0.1761,1027.1952, 798.0690,  55.4697, 105.7498, 867.8713,   0.3239,   5.4441, 101.5405, 141.3570, 242.8974,   0.0727,   0.0035,   0.0409,   0.0372,   0.1057,   0.0640,  99.2065,   0.1753,   0.7445,   0.9292,   0.3020,   0.1829,    0.018,    0.107,    5.319,    1.774,    6.352,  132.977,    0.2544,    0.0000,    6.1815,    6.1718,    1.2257,    0.0000,    2.2981,    0.1149,    2.2981,    0.1149,
   26,   0.1283,   0.3015,   0.1332,   0.0609,   0.1515,1082.7830, 799.9458,  44.2036,  92.9057, 943.8034,   0.3359,   5.3527, 103.6851, 139.2152, 242.9003,   0.0736,   0.0046,   0.0422,   0.0379,   0.1105,   0.0670, 101.2294,   0.2309,   0.7689,   0.9487,   0.3158,   0.1913,    0.018,    0.114,    5.221,    1.772,    6.678,  130.514,    0.2507,    0.0000,    5.4500,    5.4464,    1.2748,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   27,   0.1333,   0.3138,   0.1433,   0.0655,   0.1676, 824.5189, 798.6317,  58.1863, 105.3015, 662.3524,   0.3521,   5.2465, 106.1953, 136.6992, 242.8945,   0.0793,   0.0039,   0.0439,   0.0396,   0.1154,   0.0699, 103.6823,   0.1928,   0.8003,   0.9902,   0.3298,   0.1998,    0.018,    0.116,    5.113,    1.775,    6.873,  127.815,    0.2359,    0.0000,    5.8877,    5.8729,    1.3039,    0.0000,    1.8759,    0.0938,    1.8759,    0.0938,
   28,   0.1378,   0.3239,   0.1429,   0.0668,   0.1632,1075.2305, 799.9984,  53.2896, 104.6445, 915.9373,   0.3636,   5.1476, 108.5821, 134.2950, 242.8771,   0.0799,   0.0045,   0.0453,   0.0403,   0.1206,   0.0730, 105.9715,   0.2228,   0.8258,   1.0087,   0.3445,   0.2087,    0.018,    0.120,    5.010,    1.774,    7.052,  125.244,    0.2246,    0.0000,    5.8749,    5.8637,    1.3642,    0.0000,    0.5885,    0.0294,    0.5885,    0.0294,
   29,   0.1434,   0.3386,   0.1526,   0.0688,   0.1558,1327.3278, 798.1798,  53.8507, 102.0968,1173.2041,   0.3813,   5.0575, 110.6512, 132.2250, 242.8763,   0.0860,   0.0035,   0.0474,   0.0423,   0.1258,   0.0762, 107.9780,   0.1761,   0.8635,   1.0564,   0.3595,   0.2178,    0.018,    0.125,    4.915,    1.780,    7.357,  122.866,    0.2218,    0.0000,    5.6360,    5.6332,    1.3950,    0.0000,    2.1111,    0.1056,    2.1111,    0.1056,
   30,   0.1481,   0.3552,   0.1635,   0.0726,   0.1570,1175.1230, 799.3942,  62.1079, 104.3282,1007.4791,   0.4028,   4.9694, 112.6974, 130.1907, 242.8881,   0.0927,   0.0049,   0.0497,   0.0443,   0.1315,   0.0797, 109.8382,   0.2433,   0.9058,   1.1065,   0.3757,   0.2279,    0.018,    0.130,    4.821,    1.790,    7.658,  120.529,    0.2139,    0.0000,    5.7214,    5.7135,    1.4622,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   31,   0.1531,   0.3692,   0.1653,   0.0761,   0.1618,1483.9203, 799.9957,  62.6258, 103.8232,1316.8723,   0.4195,   4.8797, 114.7756, 128.1148, 242.8903,   0.0959,   0.0055,   0.0517,   0.0456,   0.1374,   0.0834, 111.7870,   0.2759,   0.9415,   1.1404,   0.3927,   0.2382,    0.018,    0.135,    4.727,    1.802,    7.923,  118.177,    0.2124,    0.0000,    5.8592,    5.8576,    1.5270,    0.0000,    0.7266,    0.0363,    0.7266,    0.0363,
   32,   0.1591,   0.3896,   0.1855,   0.0820,   0.1604,1144.0876, 799.2183,  69.2499, 115.5967, 960.0198,   0.4472,   4.7947, 116.7588, 126.1379, 242.8967,   0.1075,   0.0057,   0.0545,   0.0484,   0.1439,   0.0873, 113.6123,   0.2835,   0.9935,   1.2092,   0.4110,   0.2493,    0.018,    0.140,    4.637,    1.813,    8.212,  115.918,    0.1941,    0.0000,    5.8734,    5.8552,    1.5947,    0.0000,    1.3023,    0.0651,    1.3023,    0.0651,
   33,   0.1655,   0.4096,   0.1868,   0.0855,   0.1631, 716.6377, 799.7601,  91.4654, 114.0908, 510.5452,   0.4684,   4.7114, 118.6605, 124.2340, 242.8945,   0.1127,   0.0057,   0.0573,   0.0506,   0.1508,   0.0914, 115.3751,   0.2851,   1.0444,   1.2641,   0.4307,   0.2612,    0.018,    0.146,    4.548,    1.827,    8.530,  113.687,    0.1899,    0.0000,    5.9226,    5.9183,    1.6857,    0.0000,    1.5039,    0.0752,    1.5039,    0.0752,
   34,   0.1709,   0.4196,   0.1781,   0.0841,   0.1570,1101.7085, 799.9603,  61.2764,  93.0031, 947.2385,   0.4796,   4.6367, 120.2524, 122.6392, 242.8916,   0.1103,   0.0067,   0.0588,   0.0514,   0.1572,   0.0953, 116.8400,   0.3351,   1.0701,   1.2858,   0.4491,   0.2723,    0.018,    0.153,    4.465,    1.850,    8.969,  111.633,    0.1877,    0.0000,    5.7030,    5.7008,    1.7377,    0.0000,    0.5151,    0.0258,    0.5151,    0.0258,
   35,   0.1771,   0.4361,   0.1906,   0.0868,   0.1531,1226.4808, 799.8094,  75.3424, 110.7495,1040.5468,   0.4987,   4.5679, 121.6954, 121.1997, 242.8951,   0.1148,   0.0066,   0.0611,   0.0534,   0.1637,   0.0992, 118.1686,   0.3295,   1.1122,   1.3339,   0.4677,   0.2835,    0.019,    0.161,    4.388,    1.873,    9.434,  109.708,    0.1846,    0.0000,    5.6270,    5.6238,    1.7791,    0.0000,    1.6205,    0.0810,    1.6205,    0.0810,
   36,   0.1846,   0.4618,   0.2114,   0.0937,   0.1563,1326.1034, 798.3325,  65.4220,  94.9148,1167.2512,   0.5279,   4.4998, 123.1061, 119.7847, 242.8908,   0.1260,   0.0061,   0.0646,   0.0567,   0.1708,   0.1036, 119.4222,   0.3047,   1.1775,   1.4177,   0.4881,   0.2960,    0.019,    0.168,    4.313,    1.905,    9.884,  107.818,    0.1782,    0.0000,    5.7058,    5.6995,    1.8613,    0.0000,    2.1196,    0.1060,    2.1196,    0.1060,
   37,   0.1915,   0.4828,   0.2110,   0.0970,   0.1586,1077.3901, 799.2072,  73.9233,  90.4018, 912.1964,   0.5482,   4.4346, 124.4657, 118.4297, 242.8954,   0.1282,   0.0070,   0.0676,   0.0586,   0.1785,   0.1083, 120.5978,   0.3517,   1.2312,   1.4657,   0.5099,   0.3095,    0.019,    0.176,    4.239,    1.935,   10.332,  105.978,    0.1837,    0.0000,    5.7903,    5.7958,    1.9686,    0.0000,    0.8331,    0.0417,    0.8331,    0.0417,
   38,   0.1992,   0.5060,   0.2227,   0.1004,   0.1550,1469.5847, 799.7268,  73.2223,  90.4572,1305.3939,   0.5730,   4.3765, 125.5694, 117.3256, 242.8949,   0.1342,   0.0070,   0.0708,   0.0615,   0.1864,   0.1131, 121.5364,   0.3506,   1.2904,   1.5363,   0.5324,   0.3231,    0.020,    0.186,    4.171,    1.973,   10.904,  104.274,    0.1750,    0.0000,    5.6397,    5.6311,    2.0469,    0.0000,    1.8308,    0.0915,    1.8308,    0.0915,
   39,   0.2075,   0.5292,   0.2289,   0.1029,   0.1535, 932.6990, 799.9363,  91.4421, 104.8960, 736.1573,   0.5973,   4.3240, 126.4720, 116.4194, 242.8913,   0.1399,   0.0069,   0.0741,   0.0639,   0.1945,   0.1181, 122.2872,   0.3440,   1.3495,   1.5983,   0.5556,   0.3373,    0.020,    0.197,    4.107,    2.018,   11.552,  102.675,    0.1748,    0.0000,    5.5495,    5.5492,    2.1357,    0.0000,    2.0041,    0.1002,    2.0041,    0.1002,
   40,   0.2161,   0.5557,   0.2558,   0.1147,   0.1743, 954.8821, 799.9561,  92.0136,  99.1969, 763.6590,   0.6320,   4.2552, 127.9718, 114.9190, 242.8908,   0.1528,   0.0073,   0.0778,   0.0674,   0.2033,   0.1234, 123.5698,   0.3673,   1.4170,   1.6844,   0.5807,   0.3526,    0.021,    0.200,    4.035,    2.056,   11.834,  100.863,    0.1659,    0.0000,    6.2652,    6.2563,    2.2362,    0.0000,    1.5508,    0.0775,    1.5508,    0.0775,
   41,   0.2253,   0.5853,   0.2724,   0.1234,   0.1821,1027.1952, 797.9626, 111.1448, 104.4803, 813.5714,   0.6687,   4.1845, 129.6537, 113.2368, 242.8905,   0.1657,   0.0081,   0.0819,   0.0709,   0.2127,   0.1294, 125.0095,   0.4026,   1.4925,   1.7716,   0.6077,   0.3698,    0.021,    0.203,    3.961,    2.080,   11.974,   99.023,    0.1595,    0.0000,    6.5982,    6.5918,    2.3568,    0.0000,    1.4696,    0.0735,    1.4696,    0.0735,
   42,   0.2348,   0.6119,   0.2671,   0.1216,   0.1594,1082.7830, 799.9434,  89.3172,  92.3797, 899.1138,   0.6962,   4.1429, 130.3262, 112.5607, 242.8868,   0.1703,   0.0086,   0.0857,   0.0734,   0.2227,   0.1355, 125.4751,   0.4312,   1.5605,   1.8361,   0.6363,   0.3870,    0.021,    0.218,    3.904,    2.114,   12.702,   97.588,    0.1565,    0.0000,    5.7422,    5.7392,    2.4769,    0.0000,    1.6548,    0.0827,    1.6548,    0.0827,
   43,   0.2444,   0.6383,   0.2885,   0.1301,   0.1799, 824.5189, 798.5623, 117.8915, 104.2142, 603.8004,   0.7331,   4.0842, 131.4031, 111.4848, 242.8879,   0.1839,   0.0090,   0.0894,   0.0768,   0.2326,   0.1415, 126.3379,   0.4498,   1.6277,   1.9190,   0.6646,   0.4042,    0.022,    0.223,    3.839,    2.162,   13.182,   95.986,    0.1551,    0.0000,    6.2285,    6.2271,    2.5448,    0.0000,    1.9148,    0.0957,    1.9148,    0.0957,
   44,   0.2547,   0.6663,   0.2904,   0.1348,   0.1778,1075.2305, 799.9980, 109.0621, 103.8381, 860.9005,   0.7607,   4.0343, 132.4138, 110.4757, 242.8894,   0.1876,   0.0093,   0.0933,   0.0792,   0.2433,   0.1480, 127.1520,   0.4647,   1.6991,   1.9800,   0.6952,   0.4228,    0.022,    0.233,    3.780,    2.199,   13.632,   94.495,    0.1507,    0.0000,    6.3225,    6.3181,    2.6837,    0.0000,    2.1459,    0.1073,    2.1459,    0.1073,
   45,   0.2589,   0.6940,   0.3093,   0.1377,   0.1734,1327.3278, 797.7266, 109.9824, 101.3968,1118.2230,   0.7926,   4.0006, 132.8008, 110.0910, 242.8917,   0.2019,   0.0101,   0.0972,   0.0826,   0.2491,   0.1517, 127.3167,   0.5046,   1.7696,   2.0645,   0.7118,   0.4336,    0.023,    0.244,    3.734,    2.250,   14.340,   93.352,    0.1485,    0.0000,   10.5771,   10.5751,    2.7482,    0.0000,    1.6246,    0.0812,    1.6246,    0.0812,
   46,   0.2720,   0.7384,   0.3359,   0.1486,   0.1781,1175.1230, 799.3473, 128.8661, 103.5968, 941.0428,   0.8406,   3.9617, 133.3574, 109.5340, 242.8915,   0.2196,   0.0093,   0.1034,   0.0877,   0.2613,   0.1593, 127.6160,   0.4631,   1.8829,   2.1937,   0.7466,   0.4551,    0.023,    0.256,    3.682,    2.307,   15.024,   92.058,    0.1448,    0.0000,    6.1323,    6.1285,    2.9193,    0.0000,    3.5503,    0.1775,    3.5503,    0.1775,
   47,   0.2842,   0.7734,   0.3425,   0.1568,   0.1873,1483.9203, 799.9954, 130.8525, 102.8737,1249.5472,   0.8795,   3.9212, 133.9403, 108.9546, 242.8949,   0.2279,   0.0106,   0.1083,   0.0914,   0.2742,   0.1671, 127.8914,   0.5307,   1.9721,   2.2854,   0.7834,   0.4774,    0.024,    0.267,    3.631,    2.370,   15.673,   90.767,    0.1447,    0.0000,    6.3272,    6.3271,    3.0775,    0.0000,    1.5210,    0.0760,    1.5210,    0.0760,
   48,   0.2985,   0.8209,   0.3865,   0.1695,   0.1892,1144.0876, 799.0867, 145.5031, 114.6952, 884.8015,   0.9420,   3.8861, 134.3924, 108.5035, 242.8959,   0.2557,   0.0104,   0.1149,   0.0973,   0.2881,   0.1755, 128.0191,   0.5217,   2.0933,   2.4337,   0.8231,   0.5014,    0.024,    0.279,    3.582,    2.434,   16.375,   89.559,    0.1357,    0.0000,    6.3669,    6.3580,    3.2360,    0.0000,    3.2244,    0.1612,    3.2244,    0.1612,
   49,   0.3119,   0.8626,   0.3900,   0.1766,   0.1962, 716.6377, 799.7537, 192.4532, 111.6348, 411.8867,   0.9917,   3.8535, 134.8174, 108.0832, 242.9006,   0.2691,   0.0126,   0.1208,   0.1019,   0.3027,   0.1846, 128.0462,   0.6317,   2.1997,   2.5476,   0.8648,   0.5275,    0.025,    0.293,    3.536,    2.501,   17.057,   88.393,    0.1327,    0.0000,    6.5395,    6.5365,    3.4268,    0.0000,    1.1004,    0.0550,    1.1004,    0.0550,
   50,   0.3265,   0.8966,   0.3752,   0.1774,   0.1933,1101.7085, 799.9568, 130.5243,  92.0530, 878.9402,   1.0185,   3.8309, 134.8669, 108.0317, 242.8986,   0.2652,   0.0123,   0.1255,   0.1053,   0.3170,   0.1933, 127.8781,   0.6130,   2.2864,   2.6316,   0.9056,   0.5522,    0.026,    0.310,    3.495,    2.585,   17.934,   87.382,    0.1308,    0.0000,    6.3215,    6.3196,    3.5757,    0.0000,    3.5555,    0.1778,    3.5555,    0.1778,
   51,   0.3402,   0.9342,   0.4037,   0.1825,   0.1925,1226.4808, 799.8000, 161.0176, 109.7213, 955.9073,   1.0636,   3.8142, 134.7539, 108.1403, 242.8942,   0.2765,   0.0136,   0.1308,   0.1096,   0.3311,   0.2020, 127.4280,   0.6812,   2.3821,   2.7394,   0.9460,   0.5771,    0.027,    0.328,    3.459,    2.671,   18.859,   86.479,    0.1310,    0.0000,    6.2660,    6.2664,    3.6818,    0.0000,    1.9118,    0.0956,    1.9118,    0.0956,
   52,   0.3574,   0.9906,   0.4490,   0.1973,   0.2011,1326.1034, 798.0980, 140.4193,  94.2439,1093.1522,   1.1305,   3.7977, 134.6555, 108.2410, 242.8965,   0.3050,   0.0123,   0.1387,   0.1164,   0.3468,   0.2114, 127.0121,   0.6125,   2.5259,   2.9102,   0.9907,   0.6041,    0.028,    0.345,    3.425,    2.773,   19.713,   85.629,    0.1271,    0.0000,    6.4617,    6.4578,    3.8651,    0.0000,    4.8599,    0.2430,    4.8599,    0.2430,
