 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
    1,   0.0613,   0.1733,   0.0795,   0.0722,   0.1374, 716.6377, 799.7633,  39.0254, 115.5093, 562.3463,   0.1072,   4.0519,  11.3524, 107.1498, 118.5022,   0.0040,   0.0000,   0.0243,   0.0304,   0.0303,   0.0183,  10.0115,   0.0000,   0.4418,   0.7602,   0.0865,   0.0524,    0.009,    0.130,    3.913,    0.857,    8.215,   97.829,    0.2482,    0.0000,    6.2942,    4.0424,    0.9465,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    2,   0.0643,   0.1552,   0.0701,   0.0338,   0.1289,1101.7085, 799.9624,  23.8981,  93.5124, 984.1091,   0.1038,   3.9625,  14.0328, 104.4719, 118.5046,   0.0022,   0.0000,   0.0217,   0.0266,   0.0332,   0.0201,  12.8202,   0.0000,   0.3959,   0.6643,   0.0949,   0.0575,    0.012,    0.117,    3.834,    1.208,    7.155,   95.839,    0.2688,    0.0000,    3.8076,    3.8281,    0.9002,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    3,   0.0668,   0.1433,   0.0668,   0.0312,   0.1210,1226.4808, 799.8154,  25.8269, 111.4452,1089.3679,   0.1041,   3.8769,  16.5615, 101.9416, 118.5030,   0.0020,   0.0000,   0.0201,   0.0244,   0.0359,   0.0217,  15.4221,   0.0000,   0.3653,   0.6095,   0.1025,   0.0621,    0.013,    0.106,    3.758,    1.333,    6.379,   93.945,    0.2848,    0.0000,    3.6071,    3.6230,    0.7977,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    4,   0.0691,   0.1386,   0.0673,   0.0308,   0.1180,1326.1034, 798.4755,  20.0162,  95.4195,1212.0225,   0.1076,   3.7919,  19.0281,  99.4759, 118.5040,   0.0029,   0.0000,   0.0194,   0.0235,   0.0385,   0.0233,  17.9094,   0.0000,   0.3534,   0.5887,   0.1100,   0.0666,    0.014,    0.096,    3.683,    1.358,    5.761,   92.063,    0.2939,    0.0000,    3.5383,    3.5474,    0.7405,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    5,   0.0711,   0.1343,   0.0625,   0.0296,   0.1145,1077.3901, 799.2493,  20.9835,  91.5639, 964.0889,   0.1081,   3.7098,  21.3716,  97.1329, 118.5045,   0.0015,   0.0000,   0.0188,   0.0221,   0.0409,   0.0248,  20.2899,   0.0000,   0.3424,   0.5516,   0.1169,   0.0708,    0.013,    0.088,    3.608,    1.336,    5.295,   90.203,    0.2984,    0.0000,    3.4492,    3.4538,    0.7252,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    6,   0.0725,   0.1305,   0.0619,   0.0284,   0.1069,1469.5847, 799.7362,  19.2482,  91.3678,1358.4988,   0.1109,   3.6337,  23.4873,  95.0173, 118.5046,   0.0019,   0.0005,   0.0183,   0.0214,   0.0429,   0.0260,  22.3987,   0.0249,   0.3327,   0.5344,   0.1225,   0.0742,    0.013,    0.083,    3.538,    1.298,    4.974,   88.448,    0.2975,    0.0000,    3.2272,    3.2263,    0.6841,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    7,   0.0737,   0.1265,   0.0582,   0.0269,   0.1012, 932.6990, 799.9398,  22.2890, 106.4265, 803.7927,   0.1125,   3.5621,  25.4202,  93.0848, 118.5050,   0.0017,   0.0010,   0.0177,   0.0204,   0.0447,   0.0271,  24.3341,   0.0480,   0.3227,   0.5104,   0.1276,   0.0773,    0.013,    0.079,    3.471,    1.258,    4.753,   86.771,    0.3019,    0.0000,    3.0613,    3.0657,    0.6587,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    8,   0.0748,   0.1248,   0.0612,   0.0285,   0.1105, 954.8821, 799.9583,  21.1363, 100.7613, 832.9802,   0.1162,   3.4807,  27.6580,  90.8459, 118.5039,   0.0024,   0.0014,   0.0175,   0.0202,   0.0465,   0.0281,  26.5493,   0.0711,   0.3183,   0.5062,   0.1327,   0.0804,    0.012,    0.072,    3.396,    1.210,    4.441,   84.904,    0.2908,    0.0000,    3.3888,    3.3777,    0.6426,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    9,   0.0758,   0.1243,   0.0612,   0.0289,   0.1113,1027.1952, 798.1305,  24.0009, 106.6035, 898.4308,   0.1196,   3.3985,  29.9629,  88.5390, 118.5019,   0.0029,   0.0019,   0.0174,   0.0200,   0.0482,   0.0292,  28.8325,   0.0935,   0.3169,   0.4988,   0.1377,   0.0834,    0.012,    0.067,    3.320,    1.159,    4.098,   82.997,    0.2850,    0.0000,    3.4960,    3.4902,    0.6380,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   10,   0.0767,   0.1224,   0.0568,   0.0267,   0.0937,1082.7830, 799.9471,  18.3482,  93.3189, 969.3109,   0.1210,   3.3337,  31.7090,  86.7945, 118.5034,   0.0023,   0.0023,   0.0171,   0.0192,   0.0498,   0.0302,  30.5731,   0.1147,   0.3121,   0.4806,   0.1424,   0.0862,    0.011,    0.066,    3.256,    1.122,    3.985,   81.402,    0.2848,    0.0000,    2.9762,    2.9760,    0.6309,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   11,   0.0773,   0.1197,   0.0572,   0.0267,   0.1016, 824.5189, 798.6730,  22.6843, 106.1440, 696.9739,   0.1240,   3.2595,  33.6731,  84.8325, 118.5055,   0.0033,   0.0027,   0.0168,   0.0189,   0.0513,   0.0311,  32.5255,   0.1345,   0.3053,   0.4724,   0.1466,   0.0888,    0.011,    0.063,    3.186,    1.087,    3.810,   79.650,    0.2852,    0.0000,    3.1970,    3.1974,    0.5986,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   12,   0.0779,   0.1177,   0.0546,   0.0262,   0.0970,1075.2305, 799.9985,  19.8279, 105.3838, 948.7041,   0.1248,   3.1900,  35.5552,  82.9521, 118.5073,   0.0024,   0.0031,   0.0165,   0.0181,   0.0527,   0.0319,  34.4072,   0.1536,   0.3002,   0.4522,   0.1506,   0.0913,    0.011,    0.061,    3.119,    1.054,    3.649,   77.972,    0.2772,    0.0000,    3.1563,    3.1483,    0.6007,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   13,   0.0784,   0.1164,   0.0550,   0.0253,   0.0907,1327.3278, 798.4624,  18.8942, 102.6673,1207.3143,   0.1280,   3.1258,  37.2180,  81.2815, 118.4995,   0.0034,   0.0034,   0.0163,   0.0180,   0.0541,   0.0328,  36.0511,   0.1720,   0.2969,   0.4499,   0.1545,   0.0936,    0.010,    0.059,    3.056,    1.027,    3.564,   76.409,    0.2811,    0.0000,    2.9452,    2.9491,    0.5712,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   14,   0.0797,   0.1209,   0.0580,   0.0269,   0.0897,1175.1230, 799.4227,  21.2603, 104.8993,1048.0162,   0.1319,   3.0634,  38.8655,  79.6383, 118.5038,   0.0041,   0.0030,   0.0169,   0.0186,   0.0556,   0.0337,  37.6883,   0.1487,   0.3084,   0.4649,   0.1589,   0.0963,    0.010,    0.059,    2.995,    1.004,    3.498,   74.870,    0.2660,    0.0000,    2.9798,    2.9647,    0.5880,    0.0000,    0.8496,    0.0425,    0.8496,    0.0425,
   15,   0.0810,   0.1226,   0.0576,   0.0275,   0.0910,1483.9203, 799.9960,  21.2274, 104.6103,1357.5212,   0.1340,   3.0006,  40.4853,  78.0174, 118.5027,   0.0040,   0.0026,   0.0172,   0.0186,   0.0571,   0.0346,  39.3178,   0.1290,   0.3125,   0.4640,   0.1632,   0.0989,    0.010,    0.058,    2.933,    0.985,    3.456,   73.319,    0.2579,    0.0000,    3.0032,    2.9951,    0.6061,    0.0000,    0.7759,    0.0388,    0.7759,    0.0388,
   16,   0.0818,   0.1253,   0.0625,   0.0285,   0.0887,1144.0876, 799.2996,  22.6658, 116.3907,1005.7352,   0.1399,   2.9401,  42.0344,  76.4691, 118.5034,   0.0060,   0.0030,   0.0175,   0.0191,   0.0587,   0.0355,  40.8178,   0.1496,   0.3195,   0.4783,   0.1676,   0.1015,    0.010,    0.058,    2.873,    0.968,    3.438,   71.815,    0.2486,    0.0000,    2.9669,    2.9576,    0.6082,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   17,   0.0825,   0.1273,   0.0610,   0.0287,   0.0888, 716.6377, 799.7639,  29.1405, 115.5246, 571.5157,   0.1432,   2.8803,  43.5557,  74.9462, 118.5019,   0.0060,   0.0034,   0.0178,   0.0193,   0.0602,   0.0365,  42.3029,   0.1698,   0.3247,   0.4821,   0.1720,   0.1042,    0.010,    0.058,    2.813,    0.953,    3.433,   70.320,    0.2400,    0.0000,    2.9867,    2.9781,    0.6246,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   18,   0.0838,   0.1272,   0.0575,   0.0278,   0.0840,1101.7085, 799.9623,  18.9610,  93.6300, 988.9344,   0.1438,   2.8255,  44.9124,  73.5913, 118.5037,   0.0049,   0.0030,   0.0178,   0.0191,   0.0617,   0.0374,  43.6780,   0.1500,   0.3244,   0.4771,   0.1762,   0.1067,    0.009,    0.059,    2.757,    0.943,    3.484,   68.931,    0.2338,    0.0000,    2.8547,    2.8485,    0.6269,    0.0000,    0.7691,    0.0385,    0.7691,    0.0385,
   19,   0.0844,   0.1274,   0.0589,   0.0275,   0.0806,1226.4808, 799.8152,  22.4858, 111.5325,1092.6227,   0.1465,   2.7736,  46.1730,  72.3266, 118.4996,   0.0049,   0.0034,   0.0178,   0.0191,   0.0631,   0.0382,  44.9107,   0.1699,   0.3248,   0.4783,   0.1802,   0.1092,    0.009,    0.060,    2.705,    0.934,    3.541,   67.613,    0.2382,    0.0000,    2.7757,    2.7800,    0.6168,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   20,   0.0858,   0.1337,   0.0646,   0.0295,   0.0808,1326.1034, 798.4778,  19.0945,  95.4512,1212.9119,   0.1522,   2.7222,  47.4446,  71.0595, 118.5041,   0.0064,   0.0030,   0.0187,   0.0202,   0.0647,   0.0392,  46.1515,   0.1508,   0.3410,   0.5045,   0.1848,   0.1120,    0.009,    0.061,    2.652,    0.928,    3.591,   66.308,    0.2327,    0.0000,    2.8257,    2.8202,    0.6308,    0.0000,    0.8078,    0.0404,    0.8078,    0.0404,
   21,   0.0867,   0.1365,   0.0629,   0.0297,   0.0806,1077.3901, 799.2499,  21.1962,  91.5688, 963.8727,   0.1546,   2.6723,  48.6760,  69.8279, 118.5039,   0.0054,   0.0035,   0.0191,   0.0202,   0.0663,   0.0401,  47.3457,   0.1726,   0.3481,   0.5055,   0.1893,   0.1147,    0.009,    0.062,    2.601,    0.923,    3.654,   65.026,    0.2253,    0.0000,    2.8417,    2.8343,    0.6614,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   22,   0.0815,   0.1405,   0.0654,   0.0304,   0.0777,1469.5847, 799.7361,  20.5839,  91.3464,1357.1859,   0.1505,   2.6337,  49.5601,  68.9410, 118.5011,   0.0059,   0.0023,   0.0197,   0.0208,   0.0634,   0.0384,  48.2781,   0.1127,   0.3583,   0.5201,   0.1812,   0.1098,    0.009,    0.064,    2.560,    0.923,    3.791,   64.006,    0.2207,    0.0000,    5.8361,    5.8315,    0.6669,    0.0000,    1.4250,    0.0712,    1.4250,    0.0712,
