 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
    1,   0.0567,   0.1778,   0.0795,   0.0510,   0.5166, 716.6377, 799.7633,  39.2892, 115.4974, 562.0943,   0.1130,  21.1546,  16.7106, 537.1056, 553.8162,   0.0310,   0.0000,   0.0249,   0.0143,   0.0266,   0.0161,  15.7766,   0.0000,   0.4534,   0.3587,   0.0760,   0.0460,    0.026,    0.115,   21.014,    2.607,    7.556,  525.345,    1.5972,    0.0000,   13.3094,   12.4065,    0.4845,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    2,   0.0600,   0.1879,   0.0771,   0.0318,   0.4881,1101.7085, 799.9623,  27.0113,  93.4745, 981.0341,   0.1323,  20.6923,  28.3987, 525.4178, 553.8166,   0.0433,   0.0000,   0.0263,   0.0151,   0.0296,   0.0179,  27.4053,   0.0000,   0.4792,   0.3785,   0.0845,   0.0512,    0.037,    0.095,   20.561,    3.708,    6.177,  514.017,    1.5155,    0.0000,   12.5736,   12.4919,    0.5513,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    3,   0.0641,   0.2007,   0.0849,   0.0341,   0.4649,1226.4808, 799.8121,  33.9581, 111.3126,1081.3704,   0.1555,  20.2548,  39.6335, 514.1653, 553.7988,   0.0575,   0.0000,   0.0281,   0.0160,   0.0335,   0.0203,  38.5678,   0.0000,   0.5118,   0.4000,   0.0958,   0.0581,    0.042,    0.082,   20.131,    4.158,    5.283,  503.270,    1.4549,    0.0000,   12.3799,   12.3194,    0.5772,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    4,   0.0693,   0.2171,   0.0963,   0.0381,   0.4606,1326.1034, 798.4435,  30.3731,  95.2771,1201.8333,   0.1841,  19.8233,  50.7775, 503.0479, 553.8254,   0.0745,   0.0000,   0.0304,   0.0171,   0.0387,   0.0234,  49.6188,   0.0000,   0.5536,   0.4277,   0.1105,   0.0670,    0.043,    0.075,   19.705,    4.318,    4.712,  492.630,    1.3882,    0.0000,   12.5497,   12.4830,    0.6130,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    5,   0.0752,   0.2358,   0.0996,   0.0416,   0.4543,1077.3901, 799.2368,  35.3905,  91.1963, 950.0200,   0.2098,  19.3996,  61.7179, 492.1397, 553.8575,   0.0861,   0.0000,   0.0330,   0.0183,   0.0451,   0.0273,  60.4531,   0.0002,   0.6012,   0.4564,   0.1289,   0.0781,    0.043,    0.071,   19.285,    4.340,    4.384,  482.127,    1.2885,    0.0000,   12.6161,   12.5165,    0.6601,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    6,   0.0809,   0.2537,   0.1079,   0.0447,   0.4302,1469.5847, 799.7327,  36.1862,  91.0454,1341.8671,   0.2384,  19.0031,  71.8503, 482.0237, 553.8739,   0.0990,   0.0014,   0.0355,   0.0194,   0.0518,   0.0314,  70.4136,   0.0679,   0.6468,   0.4843,   0.1480,   0.0897,    0.043,    0.071,   18.889,    4.307,    4.283,  472.236,    1.1973,    0.0000,   12.0720,   11.9808,    0.7055,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    7,   0.0870,   0.2727,   0.1150,   0.0474,   0.4123, 932.6990, 799.9384,  46.4608, 105.8528, 780.1876,   0.2687,  18.6275,  81.3636, 472.5280, 553.8915,   0.1117,   0.0029,   0.0382,   0.0205,   0.0594,   0.0360,  79.7377,   0.1441,   0.6954,   0.5136,   0.1698,   0.1030,    0.043,    0.072,   18.513,    4.256,    4.334,  462.822,    1.1164,    0.0000,   11.6989,   11.6180,    0.7486,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    8,   0.0935,   0.2938,   0.1319,   0.0546,   0.4565, 954.8821, 799.9572,  47.9293, 100.0744, 806.8668,   0.3060,  18.2104,  91.9304, 461.9424, 553.8728,   0.1287,   0.0046,   0.0411,   0.0219,   0.0683,   0.0414,  90.0896,   0.2311,   0.7491,   0.5471,   0.1952,   0.1183,    0.042,    0.072,   18.097,    4.187,    4.330,  452.414,    1.0108,    0.0000,   12.9929,   12.8873,    0.7987,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    9,   0.1018,   0.3201,   0.1457,   0.0612,   0.4668,1027.1952, 798.0571,  60.0113, 105.6368, 863.4539,   0.3472,  17.7858, 102.6696, 451.2010, 553.8707,   0.1481,   0.0045,   0.0448,   0.0234,   0.0787,   0.0477, 100.6834,   0.2241,   0.8162,   0.5847,   0.2249,   0.1363,    0.041,    0.073,   17.672,    4.111,    4.341,  441.803,    0.9457,    0.0000,   13.4375,   13.3724,    0.8598,    0.0000,    2.1264,    0.1063,    2.1264,    0.1063,
   10,   0.1102,   0.3466,   0.1477,   0.0629,   0.3971,1082.7830, 799.9454,  49.7909,  92.8370, 938.2734,   0.3849,  17.4345, 111.4332, 442.4372, 553.8704,   0.1605,   0.0057,   0.0485,   0.0249,   0.0904,   0.0548, 109.2248,   0.2860,   0.8838,   0.6237,   0.2582,   0.1565,    0.041,    0.079,   17.315,    4.053,    4.618,  432.886,    0.8805,    0.0000,   11.7418,   11.6766,    0.9250,    0.0000,    1.0087,    0.0504,    1.0087,    0.0504,
