 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
    1,   0.0590,   0.1818,   0.0807,   0.0619,   0.3541, 716.6377, 799.7632,  39.7998, 115.4913, 561.5893,   0.1093,  13.8255,  14.6432, 352.6623, 367.3055,   0.0158,   0.0000,   0.0255,   0.0224,   0.0284,   0.0172,  13.4904,   0.0000,   0.4637,   0.5588,   0.0812,   0.0492,    0.019,    0.122,   13.685,    1.858,    7.923,  342.129,    0.7524,    0.0000,   10.5471,    8.7995,    0.6978,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    2,   0.0622,   0.1830,   0.0768,   0.0352,   0.3346,1101.7085, 799.9624,  26.6699,  93.4749, 981.3752,   0.1168,  13.5254,  22.3215, 344.9794, 367.3009,   0.0186,   0.0000,   0.0256,   0.0221,   0.0314,   0.0191,  21.1590,   0.0000,   0.4667,   0.5514,   0.0898,   0.0544,    0.026,    0.106,   13.393,    2.641,    6.758,  334.823,    0.7572,    0.0000,    8.7263,    8.7311,    0.7552,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    3,   0.0652,   0.1858,   0.0807,   0.0353,   0.3185,1226.4808, 799.8134,  31.9812, 111.3409,1083.3191,   0.1283,  13.2413,  29.6652, 337.6252, 367.2904,   0.0247,   0.0000,   0.0260,   0.0222,   0.0345,   0.0209,  28.4775,   0.0000,   0.4738,   0.5558,   0.0985,   0.0597,    0.030,    0.096,   13.116,    2.959,    6.021,  327.889,    0.7564,    0.0000,    8.5370,    8.5362,    0.7468,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    4,   0.0683,   0.1923,   0.0875,   0.0373,   0.3154,1326.1034, 798.4540,  27.1304,  95.3152,1205.0280,   0.1439,  12.9605,  36.9504, 330.3482, 367.2986,   0.0334,   0.0000,   0.0269,   0.0230,   0.0377,   0.0229,  35.7119,   0.0000,   0.4905,   0.5749,   0.1078,   0.0653,    0.031,    0.089,   12.841,    3.070,    5.523,  321.015,    0.7409,    0.0000,    8.6360,    8.6206,    0.7575,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    5,   0.0715,   0.1991,   0.0866,   0.0385,   0.3109,1077.3901, 799.2410,  30.3121,  91.3128, 954.9881,   0.1557,  12.6856,  44.0628, 323.2464, 367.3091,   0.0382,   0.0000,   0.0279,   0.0234,   0.0413,   0.0250,  42.7808,   0.0001,   0.5078,   0.5846,   0.1180,   0.0715,    0.031,    0.085,   12.570,    3.082,    5.204,  314.238,    0.7225,    0.0000,    8.6408,    8.6223,    0.7895,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    6,   0.0744,   0.2052,   0.0900,   0.0392,   0.2943,1469.5847, 799.7339,  29.5858,  91.1536,1348.3617,   0.1693,  12.4283,  50.6561, 316.6504, 367.3065,   0.0441,   0.0008,   0.0287,   0.0240,   0.0447,   0.0271,  49.2909,   0.0375,   0.5232,   0.5995,   0.1276,   0.0773,    0.031,    0.084,   12.314,    3.056,    5.074,  307.844,    0.6760,    0.0000,    8.2792,    8.2328,    0.8046,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    7,   0.0773,   0.2115,   0.0913,   0.0398,   0.2820, 932.6990, 799.9389,  36.3683, 106.0699, 790.0638,   0.1827,  12.1849,  56.7885, 310.4957, 367.2842,   0.0495,   0.0015,   0.0296,   0.0245,   0.0483,   0.0292,  55.3388,   0.0768,   0.5393,   0.6122,   0.1379,   0.0836,    0.030,    0.084,   12.070,    3.019,    5.062,  301.760,    0.6544,    0.0000,    7.9686,    7.9469,    0.8231,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    8,   0.0803,   0.2199,   0.1011,   0.0442,   0.3121, 954.8821, 799.9576,  36.2636, 100.3389, 818.2689,   0.2000,  11.9131,  63.7381, 303.5556, 367.2937,   0.0574,   0.0024,   0.0308,   0.0255,   0.0522,   0.0317,  62.1815,   0.1193,   0.5607,   0.6368,   0.1493,   0.0905,    0.030,    0.082,   11.801,    2.967,    4.951,  295.029,    0.6091,    0.0000,    8.9357,    8.8904,    0.8505,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
    9,   0.0836,   0.2293,   0.1068,   0.0471,   0.3187,1027.1952, 798.0895,  43.4001, 106.0427, 879.6302,   0.2181,  11.6363,  70.8056, 296.4879, 367.2935,   0.0654,   0.0033,   0.0321,   0.0264,   0.0566,   0.0343,  69.1358,   0.1652,   0.5848,   0.6600,   0.1617,   0.0980,    0.029,    0.081,   11.527,    2.907,    4.834,  288.164,    0.5839,    0.0000,    9.2278,    9.2025,    0.8856,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
   10,   0.0868,   0.2378,   0.1039,   0.0463,   0.2710,1082.7830, 799.9462,  34.6311,  93.0328, 953.2684,   0.2324,  11.4088,  76.4886, 290.8024, 367.2910,   0.0694,   0.0043,   0.0333,   0.0270,   0.0613,   0.0371,  74.7118,   0.2136,   0.6065,   0.6755,   0.1751,   0.1061,    0.029,    0.085,   11.295,    2.862,    4.989,  282.386,    0.5651,    0.0000,    8.0200,    8.0014,    0.9211,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
