 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
   11,   0.1818,   0.5723,   0.3103,   0.1176,   0.4468, 824.5189, 798.5818,  86.8190, 104.7770, 634.2893,   0.8227,  17.1130, 118.4896, 435.3817, 553.8713,   0.3931,   0.0076,   0.0801,   0.0396,   0.1882,   0.1141, 114.7960,   0.3812,   1.4593,   0.9894,   0.5377,   0.3259,    0.042,    0.114,   16.958,    4.166,    6.685,  423.940,    0.5903,    0.0000,   12.6249,   12.5410,    1.4507,    0.0000,    5.4116,    0.2706,    5.4116,    0.2706,
   12,   0.2073,   0.6524,   0.3375,   0.1331,   0.4347,1075.2305, 799.9980,  87.6783, 104.1052, 882.0375,   0.9394,  16.7634, 126.8904, 426.9682, 553.8585,   0.4349,   0.0089,   0.0913,   0.0446,   0.2239,   0.1357, 122.6377,   0.4466,   1.6637,   1.1152,   0.6396,   0.3877,    0.042,    0.127,   16.595,    4.158,    7.397,  414.874,    0.5395,    0.0000,   12.4093,   12.3586,    1.6389,    0.0000,    5.1660,    0.2583,    5.1660,    0.2583,
   13,   0.2366,   0.7442,   0.3931,   0.1490,   0.4141,1327.3278, 797.9050,  96.1823, 101.5338,1131.7117,   1.0841,  16.4455, 134.3356, 419.5136, 553.8492,   0.4990,   0.0083,   0.1042,   0.0503,   0.2630,   0.1594, 129.5616,   0.4126,   1.8978,   1.2568,   0.7514,   0.4554,    0.042,    0.144,   16.260,    4.172,    8.359,  406.503,    0.4784,    0.0000,   11.8335,   11.7725,    1.8504,    0.0000,    7.8425,    0.3921,    7.8425,    0.3921,
   14,   0.2706,   0.8513,   0.4613,   0.1720,   0.4173,1175.1230, 799.3508, 122.2863, 103.6640, 947.7323,   1.2604,  16.1378, 141.4329, 412.4006, 553.8335,   0.5775,   0.0105,   0.1192,   0.0567,   0.3091,   0.1874, 135.9006,   0.5242,   2.1707,   1.4187,   0.8832,   0.5355,    0.042,    0.162,   15.933,    4.204,    9.442,  398.335,    0.4197,    0.0000,   11.8797,   11.8210,    2.0960,    0.0000,    6.2252,    0.3113,    6.2252,    0.3113,
   15,   0.3114,   0.9797,   0.5102,   0.1995,   0.4309,1483.9203, 799.9951, 134.5983, 102.8151,1245.8645,   1.4420,  15.8346, 148.3273, 405.4924, 553.8196,   0.6474,   0.0110,   0.1372,   0.0646,   0.3622,   0.2196, 142.0032,   0.5494,   2.4982,   1.6140,   1.0350,   0.6275,    0.043,    0.182,   15.610,    4.253,   10.605,  390.254,    0.3799,    0.0000,   12.1055,   12.0657,    2.3825,    0.0000,    9.2525,    0.4626,    9.2525,    0.4626,
   16,   0.3577,   1.1254,   0.6184,   0.2313,   0.4292,1144.0876, 799.0626, 161.4724, 114.5135, 869.0384,   1.6822,  15.5517, 154.6425, 399.1656, 553.8081,   0.7587,   0.0138,   0.1576,   0.0731,   0.4227,   0.2563, 147.3149,   0.6894,   2.8697,   1.8284,   1.2078,   0.7323,    0.043,    0.205,   15.303,    4.318,   11.935,  382.582,    0.3295,    0.0000,   11.9870,   11.9366,    2.7050,    0.0000,    8.3854,    0.4193,    8.3854,    0.4193,
   17,   0.4129,   1.2993,   0.7041,   0.2658,   0.4284, 716.6377, 799.7543, 233.6821, 110.5127, 371.7569,   1.9522,  15.2914, 160.2213, 393.5934, 553.8146,   0.8757,   0.0175,   0.1819,   0.0832,   0.4943,   0.2997, 151.6874,   0.8735,   3.3132,   2.0788,   1.4122,   0.8563,    0.044,    0.233,   15.014,    4.405,   13.546,  375.346,    0.2962,    0.0000,   11.7540,   11.7207,    3.0824,    0.0000,    9.5467,    0.4773,    9.5467,    0.4773,
   18,   0.4758,   1.4969,   0.7428,   0.2957,   0.4273,1101.7085, 799.9543, 176.2756,  91.4554, 833.7875,   2.2056,  15.0577, 165.0015, 388.8059, 553.8074,   0.9605,   0.0200,   0.2096,   0.0947,   0.5733,   0.3476, 155.1882,   0.9989,   3.8170,   2.3664,   1.6380,   0.9930,    0.045,    0.267,   14.745,    4.529,   15.377,  368.628,    0.2713,    0.0000,   11.5215,   11.4966,    3.5369,    0.0000,   12.1709,    0.6085,   12.1709,    0.6085,
   19,   0.5472,   1.7214,   0.8873,   0.3341,   0.4224,1226.4808, 799.7867, 240.1979, 108.7344, 877.7239,   2.5394,  14.8541, 169.0246, 384.8057, 553.8303,   1.1062,   0.0225,   0.2410,   0.1070,   0.6617,   0.4011, 157.8004,   1.1225,   4.3895,   2.6758,   1.8904,   1.1460,    0.047,    0.307,   14.500,    4.680,   17.386,  362.494,    0.2459,    0.0000,   11.3286,   11.3031,    4.0056,    0.0000,   13.8611,    0.6931,   13.8611,    0.6931,
   20,   0.6309,   1.9848,   1.0654,   0.3907,   0.4385,1326.1034, 797.9022, 225.3301,  93.4707,1009.1906,   2.9636,  14.6653, 172.6192, 381.2405, 553.8597,   1.3083,   0.0275,   0.2779,   0.1217,   0.7646,   0.4636, 159.6307,   1.3758,   5.0614,   3.0423,   2.1845,   1.3246,    0.049,    0.350,   14.267,    4.874,   19.474,  356.663,    0.2290,    0.0000,   11.5333,   11.5164,    4.5582,    0.0000,   13.1088,    0.6554,   13.1088,    0.6554,
   21,   0.7343,   2.3099,   1.1871,   0.4533,   0.4542,1077.3901, 799.0055, 286.8716,  86.5512, 702.8697,   3.4093,  14.4976, 175.6346, 378.2357, 553.8703,   1.4854,   0.0309,   0.3234,   0.1388,   0.8906,   0.5402, 160.6390,   1.5473,   5.8904,   3.4701,   2.5445,   1.5433,    0.051,    0.399,   14.047,    5.098,   21.734,  351.185,    0.2184,    0.0000,   11.6852,   11.6746,    5.2177,    0.0000,   16.9625,    0.8481,   16.9625,    0.8481,
   22,   0.8562,   2.6923,   1.3708,   0.5220,   0.4552,1469.5847, 799.6805, 311.2405,  86.7333,1070.9434,   3.9260,  14.3739, 177.3226, 376.5340, 553.8566,   1.6897,   0.0332,   0.3769,   0.1589,   1.0379,   0.6294, 160.0603,   1.6598,   6.8654,   3.9735,   2.9653,   1.7983,    0.054,    0.460,   13.860,    5.372,   24.484,  346.489,    0.1888,    0.0000,   11.2105,   11.1809,    6.0097,    0.0000,   19.3183,    0.9659,   19.3183,    0.9659,
   23,   1.0001,   3.1427,   1.5876,   0.5996,   0.4642, 932.6990, 799.9139, 435.5942,  97.1480, 399.7274,   4.5329,  14.2897, 177.8322, 376.0356, 553.8677,   1.9208,   0.0393,   0.4400,   0.1818,   1.2126,   0.7385, 157.7345,   1.9640,   8.0140,   4.5451,   3.4646,   2.1100,    0.057,    0.533,   13.700,    5.705,   27.673,  342.493,    0.1648,    0.0000,   10.9358,   10.9118,    6.8796,    0.0000,   16.9783,    0.8489,   16.9783,    0.8489,
   24,   1.2248,   3.6092,   1.9748,   0.7843,   0.5169, 954.8821, 748.3135, 487.1195,  90.9763, 428.3919,   5.2856,  14.2104, 178.1360, 375.7207, 553.8568,   2.1271,   0.0464,   0.5053,   0.2061,   1.4926,   0.9081, 154.6711,   2.3203,   9.2034,   5.1531,   4.2176,   2.5705,    0.061,    0.603,   13.546,    6.095,   30.818,  338.654,    0.1535,    0.0000,   11.7474,   11.7361,    7.8871,    0.0000,   17.7376,    0.8869,   17.7376,    0.8869,
   25,   1.5047,   3.7685,   2.0429,   0.8742,   0.4302,1027.1952, 796.9796, 557.0461,  90.2538, 331.2304,   5.9789,  14.2548, 174.8586, 379.0004, 553.8590,   2.2202,   0.0432,   0.5276,   0.2108,   1.8120,   1.1650, 149.6579,   2.1603,   9.6097,   5.2709,   4.9098,   3.2499,    0.065,    0.711,   13.479,    6.519,   35.360,  336.963,    0.1583,    0.0000,    8.6589,    8.6636,    8.3736,    0.0000,   27.8495,    1.3925,   27.8495,    1.3925,
   26,   1.6647,   3.6038,   1.9047,   0.8633,   0.5790,1082.7830, 799.9202, 439.6006,  88.1144, 552.1301,   6.3841,  14.3118, 170.4272, 383.4014, 553.8286,   2.0288,   0.0424,   0.5045,   0.1980,   2.1337,   1.4768, 144.7231,   2.1179,   9.1897,   4.9491,   5.4382,   4.0091,    0.072,    0.811,   13.429,    7.248,   40.272,  335.701,    0.1798,    0.0000,   10.1806,   10.2021,    8.0462,    0.0000,   23.5549,    1.1777,   23.5549,    1.1777,
   27,   1.7533,   3.3406,   1.8833,   0.8244,   0.6751, 824.5189, 765.0738, 522.9110,  97.0741, 239.3816,   6.7463,  14.3332, 166.9135, 386.9003, 553.8138,   1.9227,   0.0385,   0.4677,   0.1856,   2.3825,   1.7493, 141.0746,   1.9233,   8.5185,   4.6399,   6.0828,   4.6744,    0.079,    0.855,   13.399,    7.915,   43.796,  334.974,    0.2158,    0.0000,   11.8104,   11.8464,    7.5106,    0.0000,   23.6020,    1.1801,   23.6020,    1.1801,
   28,   1.7950,   3.2807,   1.7569,   0.8154,   0.6797,1075.2305, 799.9963, 449.9274,  98.7083, 491.6756,   6.9687,  14.3724, 163.9577, 389.8456, 553.8033,   1.6835,   0.0396,   0.4593,   0.1848,   2.6152,   1.9863, 137.0120,   1.9785,   8.3658,   4.6212,   6.6968,   5.2833,    0.083,    0.883,   13.406,    8.320,   46.142,  335.157,    0.2266,    0.0000,   12.1253,   12.1362,    7.3317,    0.0000,   20.1156,    1.0058,   20.1156,    1.0058,
   29,   1.7916,   3.1498,   1.7240,   0.7082,   0.6583,1327.3278, 795.6234, 416.3122,  97.3632, 818.0295,   7.2712,  14.4253, 161.7222, 392.0933, 553.8156,   1.7270,   0.0326,   0.4410,   0.1807,   2.7384,   2.1515, 134.8335,   1.6293,   8.0321,   4.5171,   6.9747,   5.7356,    0.086,    0.897,   13.443,    8.566,   47.649,  335.678,    0.2002,    0.0000,   12.2186,   12.1922,    7.1600,    0.0000,   28.0935,    1.4047,   28.0935,    1.4047,
   30,   1.7719,   3.0666,   1.7225,   0.6950,   0.6665,1175.1230, 799.1173, 450.5467, 100.1565, 620.9277,   7.5879,  14.4682, 160.5240, 393.2921, 553.8162,   1.8011,   0.0337,   0.4293,   0.1792,   2.8726,   2.2719, 133.1829,   1.6856,   7.8198,   4.4798,   7.2891,   6.0669,    0.087,    0.896,   13.486,    8.688,   48.241,  336.145,    0.2180,    0.0000,   12.9011,   12.9189,    7.0511,    0.0000,   21.9786,    1.0989,   21.9786,    1.0989,
   31,   1.7490,   3.0726,   1.6334,   0.6951,   0.6863,1483.9203, 799.9932, 425.9035,  99.1195, 958.0247,   7.8176,  14.4895, 160.3374, 393.4862, 553.8236,   1.7973,   0.0341,   0.4302,   0.1808,   2.9972,   2.3781, 132.3008,   1.7033,   7.8352,   4.5201,   7.6479,   6.3300,    0.087,    0.883,   13.520,    8.722,   48.021,  336.523,    0.2198,    0.0000,   13.6060,   13.6079,    7.0414,    0.0000,   23.5972,    1.1799,   23.5972,    1.1799,
   32,   1.7313,   3.1023,   1.7375,   0.7173,   0.6768,1144.0876, 798.5739, 450.0838, 111.2580, 584.1672,   8.1329,  14.5159, 160.3063, 393.5019, 553.8082,   1.8631,   0.0337,   0.4343,   0.1832,   2.8694,   2.7492, 131.4765,   1.6841,   7.9109,   4.5801,   7.6154,   7.0393,    0.087,    0.873,   13.556,    8.692,   47.726,  336.883,    0.2004,    0.0000,   13.6708,   13.6515,    7.1389,    0.0000,   24.1402,    1.2070,   24.1402,    1.2070,
   33,   1.7160,   3.0251,   1.6586,   0.7118,   0.4736, 716.6377, 799.7149, 528.5046,  99.7298,  87.2657,   8.3758,  14.7446, 155.9136, 397.9088, 553.8224,   1.8607,   0.0334,   0.4235,   0.1807,   3.0334,   2.8442, 126.5979,   1.6689,   7.7139,   4.5165,   8.1048,   7.3116,    0.088,    0.966,   13.691,    8.809,   51.024,  337.864,    0.2116,    0.0000,    9.1896,    9.2007,    7.1800,    0.0000,   23.7085,    1.1854,   23.7085,    1.1854,
   34,   1.6967,   3.0598,   1.5495,   0.6809,   0.6865,1101.7085, 799.9398, 363.1644,  88.9314, 649.3894,   8.5476,  14.7517, 156.1557, 397.6664, 553.8221,   1.8098,   0.0292,   0.4284,   0.1835,   3.1954,   2.9014, 126.2498,   1.4614,   7.8025,   4.5863,   8.5516,   7.5042,    0.090,    0.931,   13.731,    8.950,   50.264,  338.237,    0.2148,    0.0000,   13.3655,   13.3687,    7.1468,    0.0000,   26.7908,    1.3395,   26.7908,    1.3395,
   35,   1.4240,   3.2767,   1.7087,   0.7510,   0.6797,1226.4808, 799.7660, 460.0957, 105.8491, 660.7127,   8.0238,  15.5509, 154.4051, 399.3836, 553.7887,   1.7238,   0.0291,   0.4587,   0.1953,   3.2184,   2.3984, 124.1463,   1.4550,   8.3556,   4.8833,   8.9992,   6.5657,    0.090,    0.925,   14.537,    8.952,   50.112,  340.112,    0.2088,    0.0000,   13.2922,   13.2861,    7.5687,    0.0000,   22.5209,    1.1260,   22.5209,    1.1260,
   36,   1.3301,   3.4095,   1.8704,   0.7660,   0.6894,1326.1034, 797.4297, 393.7487,  91.7998, 842.8992,   8.1820,  15.8065, 153.9630, 399.8089, 553.7719,   1.8136,   0.0308,   0.4773,   0.2043,   3.3509,   2.3050, 122.5894,   1.5410,   8.6943,   5.1081,   9.5269,   6.5032,    0.089,    0.911,   14.807,    8.905,   49.695,  341.011,    0.1983,    0.0000,   13.5904,   13.5799,    7.9698,    0.0000,   22.2206,    1.1110,   22.2206,    1.1110,
   37,   1.3557,   3.4477,   1.8093,   0.7690,   0.6778,1077.3901, 798.8719, 434.2516,  83.6767, 558.0222,   8.6128,  15.7375, 154.3849, 399.3920, 553.7769,   1.8397,   0.0316,   0.4827,   0.2037,   3.6049,   2.4502, 121.7383,   1.5783,   8.7916,   5.0933,  10.2581,   6.9252,    0.088,    0.896,   14.753,    8.814,   49.018,  341.331,    0.2292,    0.0000,   13.4941,   13.5251,    8.0171,    0.0000,   24.4886,    1.2244,   24.4886,    1.2244,
   38,   1.3208,   3.4327,   1.7957,   0.7682,   0.6618,1469.5847, 799.6542, 406.3684,  85.3516, 977.0867,   8.9148,  15.7977, 154.0371, 399.7728, 553.8099,   1.8450,   0.0273,   0.4806,   0.2028,   3.8061,   2.5529, 120.6929,   1.3673,   8.7535,   5.0692,  10.8746,   7.2796,    0.088,    0.894,   14.816,    8.759,   48.833,  341.978,    0.2029,    0.0000,   13.1196,   13.0933,    8.0334,    0.0000,   28.7484,    1.4374,   28.7484,    1.4374,
   39,   1.3475,   3.3923,   1.7731,   0.7522,   0.6403, 932.6990, 799.9115, 484.9152,  95.6179, 351.9112,   9.3112,  15.7803, 153.4042, 400.3931, 553.7974,   1.8434,   0.0281,   0.4749,   0.1988,   4.0280,   2.7380, 119.0599,   1.4060,   8.6503,   4.9711,  11.5085,   7.8085,    0.087,    0.900,   14.793,    8.744,   48.993,  342.441,    0.2147,    0.0000,   12.5793,   12.5911,    7.8900,    0.0000,   23.4334,    1.1717,   23.4334,    1.1717,
   40,   1.3713,   3.4351,   1.8915,   0.8030,   0.6940, 954.8821, 761.0729, 466.6621,  91.5036, 435.5593,   9.7604,  15.7244, 153.5968, 400.1942, 553.7910,   1.8759,   0.0295,   0.4809,   0.1969,   4.2381,   2.9390, 117.9485,   1.4748,   8.7596,   4.9217,  12.1089,   8.3833,    0.087,    0.879,   14.759,    8.697,   48.496,  342.792,    0.2090,    0.0000,   13.9915,   13.9858,    7.7877,    0.0000,   23.1278,    1.1564,   23.1278,    1.1564,
   41,   1.3943,   3.3796,   1.9170,   0.8251,   0.5739,1027.1952, 797.0806, 527.6740,  91.6267, 371.8913,  10.1927,  15.8085, 150.5424, 403.2459, 553.7883,   1.8932,   0.0310,   0.4731,   0.1931,   4.4362,   3.1661, 113.8401,   1.5494,   8.6179,   4.8277,  12.6749,   9.0324,    0.087,    0.919,   14.802,    8.741,   50.735,  343.546,    0.2246,    0.0000,   11.7902,   11.8058,    7.7913,    0.0000,   23.1492,    1.1575,   23.1492,    1.1575,
   42,   1.4238,   3.3799,   1.7762,   0.8715,   0.6648,1082.7830, 799.9219, 405.6680,  88.5895, 585.6865,  10.4257,  15.8141, 149.7095, 404.0998, 553.8093,   1.5540,   0.0273,   0.4732,   0.1915,   4.7722,   3.4075, 111.8288,   1.3663,   8.6187,   4.7865,  13.4071,   9.7021,    0.088,    0.908,   14.818,    8.791,   50.951,  344.113,    0.2449,    0.0000,   13.9993,   14.0196,    7.6545,    0.0000,   28.6976,    1.4349,   28.6976,    1.4349,
   43,   1.4309,   3.4661,   1.8707,   0.7874,   0.7253, 824.5189, 766.9955, 520.0773,  97.2117, 240.1579,  10.8233,  15.7730, 150.4976, 403.3232, 553.8209,   1.6087,   0.0292,   0.4853,   0.1970,   4.9241,   3.5790, 111.0847,   1.4595,   8.8387,   4.9259,  14.0010,  10.1878,    0.087,    0.866,   14.820,    8.720,   49.842,  344.531,    0.2313,    0.0000,   16.0211,   16.0075,    7.6610,    0.0000,   23.4186,    1.1709,   23.4186,    1.1709,
   44,   1.4386,   3.6146,   1.8467,   0.8035,   0.7045,1075.2305, 799.9962, 478.2683,  98.1132, 465.8471,  11.1503,  15.7840, 150.8400, 402.9699, 553.8098,   1.5939,   0.0291,   0.5061,   0.2051,   5.0957,   3.7204, 109.8879,   1.4569,   9.2174,   5.1265,  14.5592,  10.5920,    0.086,    0.851,   14.847,    8.589,   49.095,  345.059,    0.2268,    0.0000,   15.7951,   15.7907,    7.9586,    0.0000,   26.7308,    1.3365,   26.7308,    1.3365,
   45,   1.4411,   3.6960,   1.9200,   0.7897,   0.6743,1327.3278, 795.1580, 470.5806,  96.5561, 765.0341,  11.5447,  15.8443, 150.1252, 403.7104, 553.8356,   1.6972,   0.0307,   0.5174,   0.2091,   5.2430,   3.8472, 108.0028,   1.5354,   9.4249,   5.2269,  14.9800,  10.9552,    0.085,    0.857,   14.902,    8.539,   49.174,  345.791,    0.2062,    0.0000,   14.8924,   14.8718,    8.1776,    0.0000,   24.8437,    1.2422,   24.8437,    1.2422,
   46,   1.4473,   3.6856,   2.0100,   0.8101,   0.6845,1175.1230, 799.0626, 536.2374,  99.1861, 535.7977,  11.9905,  15.9133, 149.3494, 404.4869, 553.8363,   1.8496,   0.0293,   0.5160,   0.2087,   5.4086,   3.9784, 106.4863,   1.4626,   9.3983,   5.2183,  15.4531,  11.3308,    0.085,    0.864,   14.964,    8.535,   49.203,  346.534,    0.2150,    0.0000,   14.8315,   14.8403,    8.3417,    0.0000,   28.5844,    1.4292,   28.5844,    1.4292,
   47,   1.4382,   3.6259,   1.9312,   0.7545,   0.7100,1483.9203, 799.9926, 513.2259,  97.9845, 871.7797,  12.3998,  15.9689, 148.9445, 404.8867, 553.8312,   2.0971,   0.0309,   0.5076,   0.2065,   5.4918,   4.0659, 105.7173,   1.5471,   9.2461,   5.1613,  15.6910,  11.5817,    0.086,    0.862,   15.022,    8.553,   48.884,  347.236,    0.2142,    0.0000,   15.1000,   15.0992,    8.3315,    0.0000,   25.1292,    1.2565,   25.1292,    1.2565,
   48,   1.4355,   3.6139,   2.0229,   0.7936,   0.7068,1144.0876, 798.4693, 532.8406, 110.1840, 502.5884,  12.8531,  16.0361, 148.4231, 405.4035, 553.8266,   2.3384,   0.0286,   0.5060,   0.2061,   5.6273,   4.1467, 104.7323,   1.4319,   9.2156,   5.1520,  16.0779,  11.8136,    0.086,    0.864,   15.087,    8.568,   48.692,  347.949,    0.1946,    0.0000,   14.8040,   14.7844,    8.2938,    0.0000,   28.7404,    1.4370,   28.7404,    1.4370,
   49,   1.4347,   3.5957,   1.8970,   0.8064,   0.4496, 716.6377, 756.1572, 600.6533,  96.3024,  61.9967,  13.1597,  16.3689, 142.0805, 411.7326, 553.8131,   2.3917,   0.0295,   0.5034,   0.2048,   5.7770,   4.2533,  97.7147,   1.4740,   9.1690,   5.1210,  16.4828,  12.1190,    0.088,    0.992,   15.290,    8.752,   53.348,  349.427,    0.2054,    0.0000,    8.8551,    8.8660,    8.2551,    0.0000,   24.9928,    1.2496,   24.9928,    1.2496,
   50,   1.4355,   3.5850,   1.8072,   0.7915,   0.7364,1101.7085, 799.9380, 432.4958,  87.8997, 537.5355,  13.3863,  16.4207, 141.6286, 412.1972, 553.8257,   2.3631,   0.0259,   0.5019,   0.2046,   5.9230,   4.3678,  96.7570,   1.2932,   9.1419,   5.1143,  16.8756,  12.4466,    0.090,    0.962,   15.368,    9.043,   52.721,  350.222,    0.2108,    0.0000,   14.3044,   14.3097,    8.2507,    0.0000,   27.7569,    1.3878,   27.7569,    1.3878,
   51,   1.4316,   3.5653,   1.8747,   0.7819,   0.7100,1226.4808, 799.7513, 510.2909, 105.0206, 611.3572,  13.6866,  16.5019, 141.1473, 412.6979, 553.8452,   2.4196,   0.0274,   0.4991,   0.2038,   6.0595,   4.4772,  95.5934,   1.3689,   9.0916,   5.0947,  17.2392,  12.7595,    0.091,    0.950,   15.461,    9.114,   52.284,  351.085,    0.2148,    0.0000,   14.1777,   14.1817,    8.1959,    0.0000,   22.3710,    1.1185,   22.3710,    1.1185,
   52,   1.4294,   3.5567,   1.9425,   0.7963,   0.7182,1326.1034, 797.3852, 416.6072,  91.5295, 820.3349,  14.0325,  16.5827, 140.9455, 412.8754, 553.8209,   2.5220,   0.0256,   0.4979,   0.2035,   6.1990,   4.5845,  94.8368,   1.2799,   9.0695,   5.0886,  17.6043,  13.0663,    0.091,    0.937,   15.555,    9.125,   51.649,  351.893,    0.2087,    0.0000,   14.2867,   14.2806,    8.1813,    0.0000,   25.7677,    1.2884,   25.7677,    1.2884,
