 year,         CAI,         LAI,         GPP,       Rauto,          Rh,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,        totN,         NSC,       SeedC,       leafC,       rootC,    SapwoodC,       WoodC,         NSN,       SeedN,       leafN,       rootN,    SapwoodN,       WoodN,       McrbC,     fastSOM,     SlowSOM,       McrbN,   fastSoilN,   slowSoilN,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,       seedC,       seedN,  Seedling-C,  Seedling-N,
   11,   0.1075,   0.3311,   0.1474,   0.0632,   0.3892, 824.5189, 798.6263,  60.4293, 105.2594, 660.1569,   0.3593,  15.0863, 108.1734, 383.5077, 491.6811,   0.1406,   0.0048,   0.0464,   0.0285,   0.0866,   0.0525, 105.9790,   0.2403,   0.8444,   0.7125,   0.2473,   0.1499,    0.036,    0.086,   14.964,    3.621,    5.092,  374.108,    0.6868,    0.0000,   11.4506,   11.3937,    1.0075,    0.0000,    1.9118,    0.0956,    1.9118,    0.0956,
   12,   0.1151,   0.3544,   0.1517,   0.0672,   0.3759,1075.2305, 799.9982,  57.1576, 104.5831, 912.1245,   0.3903,  14.7633, 116.2132, 375.4652, 491.6783,   0.1490,   0.0059,   0.0496,   0.0301,   0.0969,   0.0587, 113.8151,   0.2974,   0.9038,   0.7520,   0.2770,   0.1679,    0.036,    0.090,   14.637,    3.575,    5.314,  365.932,    0.6442,    0.0000,   11.2794,   11.2367,    1.0761,    0.0000,    0.8734,    0.0437,    0.8734,    0.0437,
   13,   0.1234,   0.3804,   0.1671,   0.0709,   0.3547,1327.3278, 798.1346,  59.6208, 102.0205,1167.5547,   0.4298,  14.4647, 123.5416, 368.1326, 491.6741,   0.1658,   0.0057,   0.0533,   0.0319,   0.1078,   0.0653, 120.9924,   0.2869,   0.9701,   0.7976,   0.3080,   0.1867,    0.035,    0.096,   14.333,    3.540,    5.659,  358.329,    0.6045,    0.0000,   10.7888,   10.7491,    1.1360,    0.0000,    2.2989,    0.1149,    2.2989,    0.1149,
   14,   0.1342,   0.4148,   0.1864,   0.0788,   0.3537,1175.1230, 799.3877,  71.9387, 104.2169, 997.7204,   0.4757,  14.1714, 130.7251, 360.9417, 491.6668,   0.1848,   0.0048,   0.0581,   0.0346,   0.1204,   0.0730, 128.0108,   0.2379,   1.0577,   0.8662,   0.3440,   0.2085,    0.035,    0.103,   14.033,    3.513,    6.040,  350.832,    0.5568,    0.0000,   10.8879,   10.8402,    1.2335,    0.0000,    3.3760,    0.1688,    3.3760,    0.1688,
   15,   0.1457,   0.4492,   0.1957,   0.0861,   0.3607,1483.9203, 799.9956,  75.0353, 103.6418,1304.6383,   0.5184,  13.8763, 137.9396, 353.7375, 491.6772,   0.1984,   0.0043,   0.0629,   0.0371,   0.1343,   0.0814, 135.0361,   0.2147,   1.1456,   0.9268,   0.3838,   0.2326,    0.035,    0.109,   13.732,    3.491,    6.429,  343.300,    0.5173,    0.0000,   11.1596,   11.1200,    1.3310,    0.0000,    3.1413,    0.1571,    3.1413,    0.1571,
   16,   0.1577,   0.4865,   0.2261,   0.0946,   0.3541,1144.0876, 799.1912,  85.5329, 115.3931, 943.9662,   0.5783,  13.5927, 144.8415, 346.8274, 491.6689,   0.2256,   0.0047,   0.0681,   0.0398,   0.1495,   0.0906, 141.6863,   0.2336,   1.2405,   0.9953,   0.4271,   0.2588,    0.035,    0.117,   13.441,    3.474,    6.853,  336.031,    0.4702,    0.0000,   11.0848,   11.0377,    1.4240,    0.0000,    2.5780,    0.1289,    2.5780,    0.1289,
   17,   0.1705,   0.5263,   0.2344,   0.1016,   0.3564, 716.6377, 799.7585, 115.7860, 113.5223, 486.7640,   0.6335,  13.3133, 151.6037, 340.0558, 491.6595,   0.2443,   0.0058,   0.0737,   0.0425,   0.1663,   0.1008, 148.1441,   0.2921,   1.3421,   1.0621,   0.4753,   0.2880,    0.035,    0.125,   13.154,    3.459,    7.304,  328.853,    0.4393,    0.0000,   11.1897,   11.1588,    1.5309,    0.0000,    2.1152,    0.1058,    2.1152,    0.1058,
   18,   0.1843,   0.5672,   0.2323,   0.1054,   0.3386,1101.7085, 799.9595,  81.4000,  92.7227, 927.3978,   0.6769,  13.0584, 157.6609, 333.9884, 491.6493,   0.2518,   0.0058,   0.0794,   0.0451,   0.1835,   0.1112, 153.9556,   0.2894,   1.4463,   1.1274,   0.5244,   0.3178,    0.035,    0.135,   12.889,    3.458,    7.888,  322.230,    0.4123,    0.0000,   10.7291,   10.7020,    1.6399,    0.0000,    3.4254,    0.1713,    3.4254,    0.1713,
   19,   0.1984,   0.6103,   0.2593,   0.1117,   0.3268,1226.4808, 799.8044, 103.9052, 110.3984,1012.3415,   0.7359,  12.8201, 163.2848, 328.3881, 491.6729,   0.2725,   0.0066,   0.0854,   0.0480,   0.2013,   0.1220, 159.2741,   0.3312,   1.5564,   1.1993,   0.5752,   0.3486,    0.035,    0.146,   12.640,    3.463,    8.540,  315.990,    0.3946,    0.0000,   10.5149,   10.4972,    1.7383,    0.0000,    2.7153,    0.1358,    2.7153,    0.1358,
   20,   0.2151,   0.6631,   0.2964,   0.1236,   0.3297,1326.1034, 798.2467,  93.5868,  94.6573,1139.4286,   0.8133,  12.5857, 168.7239, 322.9078, 491.6317,   0.3077,   0.0062,   0.0928,   0.0518,   0.2209,   0.1339, 164.4141,   0.3107,   1.6908,   1.2945,   0.6312,   0.3825,    0.035,    0.157,   12.394,    3.479,    9.209,  309.856,    0.3634,    0.0000,   10.5723,   10.5411,    1.8676,    0.0000,    4.3253,    0.2163,    4.3253,    0.2163,
   21,   0.2327,   0.7179,   0.3057,   0.1329,   0.3311,1077.3901, 799.1780, 108.7971,  89.7507, 877.9188,   0.8828,  12.3576, 174.0322, 317.5965, 491.6287,   0.3285,   0.0080,   0.1005,   0.0552,   0.2432,   0.1474, 169.3021,   0.4024,   1.8306,   1.3812,   0.6948,   0.4211,    0.035,    0.168,   12.154,    3.498,    9.890,  303.855,    0.3537,    0.0000,   10.6950,   10.6852,    2.0122,    0.0000,    2.6307,    0.1315,    2.6307,    0.1315,
   22,   0.2530,   0.7803,   0.3333,   0.1427,   0.3199,1469.5847, 799.7196, 111.8770,  89.8408,1267.3351,   0.9618,  12.1488, 178.7836, 312.8541, 491.6377,   0.3566,   0.0078,   0.1092,   0.0595,   0.2668,   0.1618, 173.6892,   0.3919,   1.9897,   1.4881,   0.7623,   0.4624,    0.035,    0.183,   11.931,    3.528,   10.726,  298.266,    0.3334,    0.0000,   10.4029,   10.3825,    2.1707,    0.0000,    4.9315,    0.2466,    4.9315,    0.2466,
   23,   0.2736,   0.8438,   0.3568,   0.1507,   0.3130, 932.6990, 799.9335, 144.4927, 103.7978, 684.2024,   1.0483,  11.9548, 183.0806, 308.5808, 491.6614,   0.3872,   0.0099,   0.1181,   0.0636,   0.2922,   0.1772, 177.5017,   0.4961,   2.1517,   1.5899,   0.8349,   0.5063,    0.036,    0.199,   11.720,    3.571,   11.684,  293.002,    0.3241,    0.0000,   10.1942,   10.1849,    2.3215,    0.0000,    3.0407,    0.1520,    3.0407,    0.1520,
   24,   0.2966,   0.9162,   0.4121,   0.1735,   0.3530, 954.8821, 799.9540, 150.0000,  98.1206, 706.7501,   1.1578,  11.7306, 188.2906, 303.3684, 491.6591,   0.4341,   0.0120,   0.1283,   0.0684,   0.3206,   0.1944, 182.1719,   0.6013,   2.3362,   1.7097,   0.9160,   0.5555,    0.036,    0.208,   11.487,    3.610,   12.294,  287.169,    0.2948,    0.0000,   11.3671,   11.3378,    2.4952,    0.0000,    3.6116,    0.1806,    3.6116,    0.1806,
   25,   0.3258,   1.0084,   0.4589,   0.1959,   0.3673,1027.1952, 797.8076, 189.2494, 102.7669, 737.3347,   1.2799,  11.5034, 193.6671, 297.9738, 491.6409,   0.4861,   0.0105,   0.1412,   0.0746,   0.3532,   0.2143, 187.0857,   0.5235,   2.5715,   1.8649,   1.0092,   0.6122,    0.036,    0.217,   11.250,    3.638,   12.806,  281.254,    0.2759,    0.0000,   11.8614,   11.8425,    2.7193,    0.0000,    8.0165,    0.4008,    8.0165,    0.4008,
   26,   0.3549,   1.0986,   0.4678,   0.2010,   0.3194,1082.7830, 799.9396, 157.9059,  91.6312, 831.1232,   1.3931,  11.3371, 197.1917, 294.4516, 491.6433,   0.5204,   0.0141,   0.1538,   0.0801,   0.3888,   0.2359, 189.8960,   0.7060,   2.8013,   2.0035,   1.1110,   0.6740,    0.037,    0.241,   11.060,    3.685,   14.015,  276.489,    0.2631,    0.0000,   10.3492,   10.3364,    2.9515,    0.0000,    3.5006,    0.1750,    3.5006,    0.1750,
   27,   0.3872,   1.1985,   0.5311,   0.2249,   0.3581, 824.5189, 798.4413, 218.6156, 102.5115, 504.8993,   1.5336,  11.1441, 201.3130, 290.3334, 491.6465,   0.5796,   0.0148,   0.1678,   0.0867,   0.4262,   0.2586, 193.3927,   0.7407,   3.0562,   2.1670,   1.2178,   0.7387,    0.038,    0.255,   10.852,    3.757,   15.037,  271.289,    0.2507,    0.0000,   11.2419,   11.2296,    3.1770,    0.0000,    6.8129,    0.3406,    6.8129,    0.3406,
   28,   0.4228,   1.3089,   0.5563,   0.2426,   0.3535,1075.2305, 799.9975, 210.5326, 102.4704, 760.6781,   1.6670,  10.9700, 205.0687, 286.5881, 491.6568,   0.6207,   0.0171,   0.1832,   0.0932,   0.4686,   0.2842, 196.3961,   0.8543,   3.3377,   2.3298,   1.3388,   0.8120,    0.038,    0.275,   10.657,    3.824,   16.102,  266.424,    0.2385,    0.0000,   11.2295,   11.2173,    3.4476,    0.0000,    6.1924,    0.3096,    6.1924,    0.3096,
   29,   0.4614,   1.4288,   0.6243,   0.2605,   0.3431,1327.3278, 796.8087, 223.5377, 100.0151,1006.9700,   1.8356,  10.8205, 207.9125, 283.7381, 491.6506,   0.6915,   0.0188,   0.2000,   0.1010,   0.5131,   0.3112, 198.4495,   0.9398,   3.6434,   2.5248,   1.4659,   0.8891,    0.039,    0.300,   10.482,    3.917,   17.551,  262.044,    0.2256,    0.0000,   10.6682,   10.6552,    3.7228,    0.0000,    7.1906,    0.3595,    7.1906,    0.3595,
   30,   0.5059,   1.5702,   0.7022,   0.2896,   0.3521,1175.1230, 799.2463, 272.2740, 102.0737, 798.3408,   2.0350,  10.6798, 210.4735, 281.1764, 491.6498,   0.7776,   0.0206,   0.2198,   0.1098,   0.5640,   0.3431, 200.1024,   1.0306,   4.0041,   2.7445,   1.6115,   0.9803,    0.040,    0.326,   10.313,    4.029,   19.100,  257.835,    0.2122,    0.0000,   10.7806,   10.7673,    4.0616,    0.0000,    8.5015,    0.4251,    8.5015,    0.4251,
   31,   0.5550,   1.7237,   0.7449,   0.3206,   0.3701,1483.9203, 799.9944, 286.7794, 100.8736,1095.5216,   2.2265,  10.5411, 212.9359, 278.7057, 491.6416,   0.8430,   0.0237,   0.2413,   0.1190,   0.6215,   0.3779, 201.5263,   1.1825,   4.3954,   2.9761,   1.7758,   1.0798,    0.042,    0.351,   10.148,    4.158,   20.636,  253.707,    0.2040,    0.0000,   11.0872,   11.0790,    4.4154,    0.0000,    8.4143,    0.4207,    8.4143,    0.4207,
   32,   0.6094,   1.8957,   0.8748,   0.3585,   0.3746,1144.0876, 798.7622, 332.2838, 112.5971, 700.4410,   2.4887,  10.4191, 214.9420, 276.6937, 491.6357,   0.9641,   0.0274,   0.2654,   0.1300,   0.6853,   0.4165, 202.3390,   1.3713,   4.8342,   3.2496,   1.9579,   1.1901,    0.043,    0.381,    9.995,    4.297,   22.321,  249.885,    0.1911,    0.0000,   11.0772,   11.0644,    4.8127,    0.0000,    8.8921,    0.4446,    8.8921,    0.4446,
   33,   0.6735,   2.0970,   0.9164,   0.3943,   0.3012, 716.6377, 799.7369, 446.8499, 103.3878, 165.4309,   2.7309,  10.3967, 213.8284, 277.8062, 491.6347,   1.0510,   0.0263,   0.2936,   0.1421,   0.7575,   0.4604, 200.1314,   1.3168,   5.3474,   3.5532,   2.1643,   1.3153,    0.045,    0.447,    9.905,    4.483,   25.517,  247.624,    0.1822,    0.0000,    8.4726,    8.4637,    5.2872,    0.0000,   15.3277,    0.7664,   15.3277,    0.7664,
   34,   0.7367,   2.2909,   0.9310,   0.4130,   0.3960,1101.7085, 799.9470, 327.7795,  89.3910, 684.3321,   2.9432,  10.3053, 215.0241, 276.6294, 491.6534,   1.1010,   0.0310,   0.3207,   0.1532,   0.8316,   0.5056, 199.9807,   1.5506,   5.8417,   3.8305,   2.3760,   1.4445,    0.048,    0.477,    9.781,    4.752,   27.191,  244.513,    0.1729,    0.0000,   11.2310,   11.2216,    5.7594,    0.0000,   10.1174,    0.5059,   10.1174,    0.5059,
   35,   0.8071,   2.5098,   1.0581,   0.4467,   0.3945,1226.4808, 799.7659, 425.9694, 106.4121, 694.2835,   3.2241,  10.2401, 215.5936, 276.0808, 491.6744,   1.2104,   0.0316,   0.3514,   0.1662,   0.9108,   0.5537, 199.2747,   1.5805,   6.4000,   4.1542,   2.6024,   1.5819,    0.050,    0.517,    9.673,    4.977,   29.107,  241.826,    0.1699,    0.0000,   11.0983,   11.0953,    6.2289,    0.0000,   14.6445,    0.7322,   14.6445,    0.7322,
   36,   0.8862,   2.7593,   1.2245,   0.5004,   0.4133,1326.1034, 797.3210, 388.4465,  91.8790, 848.2277,   3.5881,  10.1851, 215.8513, 275.8153, 491.6667,   1.3742,   0.0367,   0.3863,   0.1811,   1.0012,   0.6085, 197.8520,   1.8356,   7.0362,   4.5284,   2.8606,   1.7385,    0.052,    0.558,    9.575,    5.222,   31.055,  239.377,    0.1610,    0.0000,   11.3437,   11.3349,    6.7741,    0.0000,   11.3322,    0.5666,   11.3322,    0.5666,
   37,   0.9823,   3.0600,   1.2884,   0.5551,   0.4244,1077.3901, 798.8931, 460.7459,  83.2287, 531.8457,   3.9246,  10.1560, 215.4410, 276.2323, 491.6733,   1.4755,   0.0386,   0.4284,   0.1981,   1.1096,   0.6743, 195.6572,   1.9307,   7.8031,   4.9530,   3.1703,   1.9267,    0.055,    0.608,    9.493,    5.477,   33.282,  237.310,    0.1636,    0.0000,   11.3474,   11.3499,    7.4404,    0.0000,   16.3083,    0.8154,   16.3083,    0.8154,
   38,   1.0880,   3.3897,   1.4313,   0.6087,   0.4357,1469.5847, 799.6547, 482.7306,  84.3808, 901.7183,   4.3113,  10.1551, 214.1019, 277.5710, 491.6728,   1.5952,   0.0447,   0.4746,   0.2171,   1.2300,   0.7497, 192.1380,   2.2364,   8.6437,   5.4275,   3.5144,   2.1420,    0.058,    0.668,    9.430,    5.780,   35.907,  235.739,    0.1447,    0.0000,   11.1488,   11.1299,    8.1790,    0.0000,   12.6140,    0.6307,   12.6140,    0.6307,
   39,   1.2284,   3.7341,   1.5329,   0.6634,   0.3995, 932.6990, 726.4255, 626.0131,  90.6480, 289.2716,   4.7051,  10.2308, 210.3739, 281.3086, 491.6824,   1.6981,   0.0348,   0.5228,   0.2353,   1.3691,   0.8451, 186.9055,   1.7379,   9.5221,   5.8821,   3.9118,   2.4145,    0.061,    0.760,    9.409,    6.136,   39.815,  235.218,    0.1396,    0.0000,    9.4561,    9.4509,    8.9023,    0.0000,   28.9363,    1.4468,   28.9363,    1.4468,
   40,   1.3877,   3.7763,   1.6923,   0.7681,   0.4660, 954.8821, 680.2226, 623.8168,  87.7438, 289.5266,   5.0852,  10.3085, 205.9785, 285.7065, 491.6850,   1.7096,   0.0412,   0.5287,   0.2343,   1.5709,   1.0005, 181.0946,   2.0584,   9.6296,   5.8579,   4.4883,   2.8497,    0.066,    0.839,    9.403,    6.629,   43.856,  235.067,    0.1548,    0.0000,   10.5518,   10.5669,    9.1231,    0.0000,   11.7827,    0.5891,   11.7827,    0.5891,
   41,   1.5081,   3.6010,   1.6158,   0.7848,   0.3754,1027.1952, 796.8939, 635.9346,  86.5242, 188.0649,   5.3345,  10.5145, 198.3390, 293.3587, 491.6977,   1.5904,   0.0414,   0.5041,   0.2152,   1.7786,   1.2046, 173.2836,   2.0724,   9.1826,   5.3811,   5.0027,   3.4166,    0.072,    0.970,    9.473,    7.152,   49.682,  236.357,    0.1674,    0.0000,    7.3365,    7.3491,    8.7122,    0.0000,   15.8245,    0.7912,   15.8245,    0.7912,
   42,   1.5476,   3.3870,   1.4738,   0.6728,   0.5627,1082.7830, 799.9219, 502.7780,  87.2998, 489.6785,   5.5323,  10.5539, 195.0038, 296.6758, 491.6797,   1.5528,   0.0327,   0.4742,   0.1972,   1.9091,   1.3663, 170.5102,   1.6365,   8.6368,   4.9305,   5.4166,   3.8732,    0.077,    0.963,    9.514,    7.743,   51.420,  237.300,    0.2125,    0.0000,   11.7856,   11.8306,    7.9976,    0.0000,   21.5490,    1.0775,   21.5490,    1.0775,
   43,   1.5372,   3.2320,   1.4578,   0.6525,   0.6102, 824.5189, 694.7057, 600.0296,  95.1122, 234.5957,   5.7084,  10.5704, 193.2991, 298.3645, 491.6636,   1.5516,   0.0337,   0.4525,   0.1933,   2.0083,   1.4691, 168.6418,   1.6836,   8.2417,   4.8321,   5.7360,   4.1641,    0.080,    0.933,    9.558,    8.027,   51.971,  238.145,    0.2214,    0.0000,   14.3623,   14.3712,    7.6057,    0.0000,   11.7606,    0.5880,   11.7606,    0.5880,
   44,   1.5176,   3.1839,   1.3779,   0.6306,   0.6015,1075.2305, 799.9960, 522.8395,  97.3743, 349.7276,   5.8401,  10.5827, 193.1249, 298.5515, 491.6764,   1.5222,   0.0338,   0.4457,   0.1936,   2.1005,   1.5443, 168.0931,   1.6912,   8.1189,   4.8401,   6.0013,   4.3802,    0.080,    0.900,    9.602,    8.030,   51.346,  238.944,    0.2316,    0.0000,   15.2664,   15.2765,    7.5448,    0.0000,   14.4120,    0.7206,   14.4120,    0.7206,
   45,   1.4947,   3.1983,   1.4075,   0.6132,   0.5666,1327.3278, 794.6177, 506.5606,  96.1334, 730.0140,   6.0308,  10.6186, 192.8516, 298.8196, 491.6712,   1.5780,   0.0294,   0.4478,   0.1957,   2.1793,   1.6005, 167.5608,   1.4725,   8.1558,   4.8934,   6.2266,   4.5426,    0.080,    0.883,    9.656,    7.956,   50.894,  239.754,    0.2154,    0.0000,   14.8119,   14.7958,    7.5899,    0.0000,   19.7439,    0.9872,   19.7439,    0.9872,
   46,   1.4745,   3.2575,   1.4648,   0.6292,   0.5664,1175.1230, 799.0404, 571.8206,  98.7906, 500.0914,   6.2639,  10.6539, 192.8385, 298.8308, 491.6693,   1.6554,   0.0308,   0.4560,   0.1976,   2.2677,   1.6564, 166.8686,   1.5389,   8.3066,   4.9411,   6.4792,   4.7039,    0.079,    0.867,    9.708,    7.856,   50.202,  240.550,    0.2228,    0.0000,   14.9365,   14.9438,    7.7119,    0.0000,   15.8455,    0.7923,   15.8455,    0.7923,
   47,   1.4596,   3.3321,   1.4423,   0.6492,   0.5783,1483.9203, 799.9929, 558.7404,  97.4147, 826.8127,   6.4553,  10.6768, 193.2877, 298.3685, 491.6563,   1.6761,   0.0331,   0.4665,   0.2004,   2.3624,   1.7168, 166.4994,   1.6538,   8.4968,   5.0097,   6.7497,   4.8784,    0.077,    0.847,    9.752,    7.746,   49.104,  241.302,    0.2167,    0.0000,   15.1969,   15.1907,    7.8164,    0.0000,   16.3220,    0.8161,   16.3220,    0.8161,
   48,   1.4534,   3.4175,   1.5828,   0.6812,   0.5680,1144.0876, 798.3141, 605.4362, 109.2964, 431.0339,   6.7536,  10.7108, 193.4404, 298.2265, 491.6668,   1.7854,   0.0329,   0.4785,   0.2042,   2.4665,   1.7862, 165.8497,   1.6465,   8.7147,   5.1040,   7.0471,   5.0783,    0.076,    0.835,    9.799,    7.638,   48.282,  242.114,    0.1924,    0.0000,   14.8344,   14.8101,    7.9803,    0.0000,   19.9954,    0.9998,   19.9954,    0.9998,
   49,   1.4540,   3.4284,   1.4376,   0.6859,   0.3335, 716.6377, 704.1498, 658.8239,  93.3323,  58.6449,   6.8947,  10.9865, 186.9702, 304.6970, 491.6673,   1.7394,   0.0285,   0.4800,   0.2045,   2.5779,   1.8644, 159.0198,   1.4259,   8.7425,   5.1129,   7.3654,   5.3037,    0.078,    0.963,    9.946,    7.754,   53.196,  243.543,    0.2034,    0.0000,    8.2020,    8.2129,    8.1162,    0.0000,   23.7714,    1.1886,   23.7714,    1.1886,
   50,   1.4466,   3.4894,   1.4234,   0.6659,   0.5921,1101.7085, 799.9366, 504.6797,  86.7412, 414.5047,   7.0422,  11.0034, 187.0445, 304.6236, 491.6681,   1.7069,   0.0274,   0.4885,   0.2070,   2.6695,   1.9428, 158.4461,   1.3679,   8.8980,   5.1758,   7.6272,   5.5295,    0.080,    0.922,   10.001,    7.967,   52.030,  244.422,    0.2055,    0.0000,   14.4238,   14.4260,    8.1721,    0.0000,   19.2964,    0.9648,   19.2964,    0.9648,
   51,   1.4356,   3.5478,   1.5052,   0.6658,   0.5632,1226.4808, 799.7430, 610.2980, 103.0796, 513.2991,   7.2705,  11.0504, 186.8747, 304.7859, 491.6606,   1.7604,   0.0308,   0.4967,   0.2095,   2.7604,   2.0126, 157.4314,   1.5410,   9.0469,   5.2379,   7.8869,   5.7306,    0.080,    0.904,   10.067,    7.969,   51.256,  245.355,    0.2059,    0.0000,   14.1527,   14.1531,    8.2649,    0.0000,   15.1607,    0.7580,   15.1607,    0.7580,
   52,   1.4333,   3.6209,   1.6160,   0.6945,   0.5687,1326.1034, 796.9364, 518.4166,  90.3515, 720.1428,   7.5750,  11.0967, 186.8551, 304.7968, 491.6519,   1.8800,   0.0259,   0.5069,   0.2131,   2.8674,   2.0817, 156.8780,   1.2949,   9.2334,   5.3267,   8.1925,   5.9296,    0.079,    0.887,   10.130,    7.927,   50.384,  246.289,    0.1963,    0.0000,   14.2443,   14.2347,    8.4023,    0.0000,   24.3935,    1.2197,   24.3935,    1.2197,
